property_type,society,sector,price_in_cr,price_per_sqft,total_area_sqft,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,luxury_score,area_per_bedroom,coordinates,latitude,longitude
Independent House,"DLF Phase 2, Gurgaon",sector 25,16.0,33333.0,4500.0,8,9,3,3.0,1,1,0,1,1,east,Semi-Furnished,Relatively New,0.8813867260549119,562.5,"28.4844° N, 77.0860° E",28.4844,77.086
Flat,adani m2k oyster grande,sector 102,2.5,14801.0,1689.0,3,3,3,12.0,0,0,0,0,0,east,Unfurnished,Moderately Old,0.0818407998606694,563.0,"28.4750° N, 76.9715° E",28.475,76.9715
Independent House,"Sector 63A, Gurgaon",sector 63,0.35,3181.0,1100.0,3,2,1,2.0,0,0,0,0,0,not available,Unfurnished,Moderately Old,0.0,366.6666666666667,"28.3971° N, 77.0867° E",28.3971,77.0867
Independent House,SS Aaron Ville,sector 49,6.0,25641.0,2340.0,4,5,3,2.0,0,1,1,1,0,north-east,Semi-Furnished,Moderately Old,1.100057784316213,585.0,"28.4121° N, 77.0480° E",28.4121,77.048
Independent Builder Floor,Luxury Homes By Horiizon Ventures,sector 26,5.0,23148.0,2844.0,4,4,2,2.0,1,1,1,1,0,north-east,Unfurnished,Relatively New,0.8998928678254854,711.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent House,Central Park Flower Valley Fleur Villas,sector 33,8.0,35555.0,2250.0,4,4,3,2.0,1,1,1,1,0,east,Semi-Furnished,Relatively New,1.3649117126625223,562.5,"28.4420° N, 77.0207° E",28.442,77.0207
Independent Builder Floor,Emaar Emerald Hills,sector 65,3.3,17368.0,1900.0,3,3,2,0.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.8625316392280076,633.3333333333334,"28.4030° N, 77.0690° E",28.403,77.069
Independent Builder Floor,DLF Gardencity Enclave,sector 93,1.9,11793.0,1611.0,3,3,3,2.0,0,1,0,0,0,north-east,Unfurnished,New Property,0.378436435720245,537.0,"28.4153° N, 76.9326° E",28.4153,76.9326
Independent Builder Floor,Central Park Flower Valley Cerise Floors,sector 33,1.65,12951.0,1274.0,2,2,3,2.0,1,0,0,0,0,east,Semi-Furnished,New Property,0.3599807943436079,637.0,"28.4420° N, 77.0207° E",28.442,77.0207
Independent House,"Nirvana Country, Gurgaon",sector 50,9.65,44676.0,2160.0,4,4,3+,2.0,1,1,1,1,0,north,Semi-Furnished,Moderately Old,1.3274002576019963,540.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Flat,unitech fresco,sector 50,2.3,16129.0,1426.0,2,3,2,11.0,0,0,0,0,1,east,Semi-Furnished,Moderately Old,1.3649117126625223,713.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Flat,microtek greenburg,sector 86,2.1,14189.0,1480.0,2,2,2,8.0,1,1,1,1,0,north-east,Furnished,Relatively New,1.3649117126625223,740.0,"28.3986° N, 76.9384° E",28.3986,76.9384
Independent House,"Sector 57, Gurgaon",sector 57,4.4,28424.0,1548.0,2,2,3,1.0,0,1,0,1,0,north,Unfurnished,Old Property,0.8242168191378182,774.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Independent House,Park Facing Villa,sector 26,11.0,45267.0,2430.0,6,6,3+,2.0,1,1,0,1,1,east,Furnished,Relatively New,0.8813867260549119,405.0,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent Builder Floor,DLF The Grove,sector 43,8.5,51515.0,1650.0,4,4,2,1.0,1,1,1,1,0,east,Furnished,New Property,0.8373700360193073,412.5,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,dlf new town heights 2,sector 86,2.1,10880.0,1930.0,3,3,3,10.0,0,1,0,1,0,north,Unfurnished,Old Property,0.1999328590052969,643.3333333333334,"28.3986° N, 76.9384° E",28.3986,76.9384
Flat,m3m soulitude,sector 89,1.6,10709.0,1494.0,3,3,3,2.0,0,0,0,0,1,east,Unfurnished,Relatively New,1.3649117126625223,498.0,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent Builder Floor,ULTRA LUXURY NAMO HOMES BUILDER FLOOR,sector 24,3.45,12130.0,2844.0,4,4,2,2.0,0,1,1,0,0,north,Semi-Furnished,Relatively New,0.8998928678254854,711.0,"28.4939° N, 77.1038° E",28.4939,77.1038
Independent Builder Floor,"Sushant Lok Phase 1, Gurgaon",sector 43,5.1,15741.0,3240.0,4,5,3+,3.0,0,1,0,1,0,east,Semi-Furnished,New Property,0.3465960199121562,810.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Independent House,"New Palam Vihar Phase 3, Gurgaon",sector 110,1.4,12963.0,1080.0,4,3,2,2.0,1,0,1,1,0,south,Furnished,Moderately Old,0.5099384378801205,270.0,"28.5145° N, 77.0197° E",28.5145,77.0197
Flat,cosmos express 99,sector 99,1.38,8903.0,1550.0,2,2,2,6.0,1,0,0,0,0,north-east,Unfurnished,Relatively New,0.1275465379242346,775.0,"28.4640° N, 76.9614° E",28.464,76.9614
Independent Builder Floor,Ansal API Esencia,sector 67,2.61,9666.0,2700.0,4,4,2,2.0,0,1,0,1,0,north-west,Semi-Furnished,New Property,1.241077710345214,675.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Independent House,Unitech Espace,sector 50,15.0,46296.0,3240.0,3,3,3+,2.0,1,1,1,1,0,east,Unfurnished,Relatively New,0.6524234516517183,1080.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent House,Unitech Deerwood Chase,sector 50,9.5,43981.0,2160.0,3,2,1,1.0,0,1,0,0,0,north,Semi-Furnished,Old Property,0.4924502793036915,720.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent Builder Floor,Green Meadows,sector 43,6.5,17278.0,3762.0,5,5,2,2.0,0,1,0,0,0,north-west,Unfurnished,New Property,0.3168057186601201,752.4,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,bestech park view spa next,sector 67,3.0,15503.0,1935.0,3,4,3,14.0,0,1,0,0,0,north,Semi-Furnished,Moderately Old,1.0634412262345343,645.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Independent House,Unitech Nirvana Birch Court,sector 50,20.0,44444.0,4500.0,3,3,1,1.0,0,1,0,0,0,east,Semi-Furnished,Old Property,1.0536872866357143,1500.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent Builder Floor,Premium Luxury DLF City Floors,sector 26,4.5,21367.0,2106.0,4,4,2,2.0,0,1,0,0,0,north-east,Unfurnished,New Property,0.4937178526469558,526.5,"28.4757° N, 77.1032° E",28.4757,77.1032
Independent House,"Sector 31, Gurgaon",sector 31,9.5,29321.0,3240.0,4,4,2,2.0,1,0,0,0,0,west,Unfurnished,Old Property,0.5341735683143373,810.0,"28.4528° N, 77.0498° E",28.4528,77.0498
Independent House,Emaar MGF Marbella,sector 66,16.0,50794.0,3150.0,4,4,3,3.0,1,1,0,0,0,north-east,Semi-Furnished,Relatively New,0.6840969162234689,787.5,"28.3925° N, 77.0541° E",28.3925,77.0541
Independent House,"Sector 5, Gurgaon",sector 5,3.35,23119.0,1449.0,3,3,2,2.0,0,0,0,1,0,east,Unfurnished,Old Property,0.0,483.0,"28.4794° N, 77.0176° E",28.4794,77.0176
Independent House,"Sushant Lok Phase 1, Gurgaon",sector 43,2.15,13030.0,1650.0,1,1,0,1.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.0,1650.0,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,ireo the corridors,sector 67,2.45,16498.0,1485.0,2,2,3+,7.0,1,0,0,0,0,east,Unfurnished,Moderately Old,0.5532885353960152,742.5,"28.3859° N, 77.0608° E",28.3859,77.0608
Flat,emaar mgf the palm drive,sector 66,5.19,19771.0,2625.0,4,4,2,8.0,0,1,0,0,0,north,Semi-Furnished,Moderately Old,1.3649117126625223,656.25,"28.3925° N, 77.0541° E",28.3925,77.0541
Flat,pioneer araya,sector 62,11.0,31383.0,3505.0,3,4,3,27.0,0,1,0,0,0,north-east,Unfurnished,Old Property,0.5342288642860399,1168.3333333333333,"28.4139° N, 77.0886° E",28.4139,77.0886
Independent House,"Palam Vihar, Gurgaon",sector 1,15.0,32051.0,4680.0,8,8,3+,3.0,1,1,0,1,0,south-east,Unfurnished,New Property,0.7589525875378962,585.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Flat,adani m2k oyster grande,sector 102,2.4,14209.0,1689.0,3,3,3+,10.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.1275465379242346,563.0,"28.4750° N, 76.9715° E",28.475,76.9715
Independent Builder Floor,"Block A South City 2, Gurgaon",sector 49,2.55,15000.0,1700.0,3,3,2,2.0,0,1,0,0,0,not available,Semi-Furnished,New Property,0.1275465379242346,566.6666666666666,"28.4121° N, 77.0480° E",28.4121,77.048
Independent Builder Floor,Smart World Gems,sector 89,1.36,11371.0,1196.0,2,2,2,3.0,1,0,1,0,0,south,Unfurnished,New Property,0.9979924400036037,598.0,"28.4253° N, 76.9439° E",28.4253,76.9439
Flat,shapoorji pallonji joyville gurugram,sector 102,2.05,15196.0,1349.0,2,2,2,6.0,0,0,0,0,0,east,Unfurnished,New Property,1.3065208782084048,674.5,"28.4750° N, 76.9715° E",28.475,76.9715
Independent House,"Malibu Town, Gurgaon",sector 47,15.0,33333.0,4500.0,5,6,3+,3.0,1,1,1,1,0,north-west,Semi-Furnished,Moderately Old,1.3649117126625223,900.0,"28.4276° N, 77.0492° E",28.4276,77.0492
Independent House,"Sector 4, Gurgaon",sector 4,3.85,26736.0,1440.0,4,4,3+,1.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,1.038174363259294,360.0,"28.4738° N, 77.0107° E",28.4738,77.0107
Independent House,Bptp Visionnaire,sector 70,6.99,11847.0,5900.0,5,5,3+,3.0,1,1,1,0,0,north,Unfurnished,New Property,1.3649117126625223,1180.0,"28.3968° N, 77.0233° E",28.3968,77.0233
Independent Builder Floor,DLF Phase - 1,sector 26,4.3,19111.0,2250.0,4,4,2,2.0,0,0,0,0,1,north,Semi-Furnished,Relatively New,0.3599807943436079,562.5,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,eldeco acclaim,sector 33,1.65,11324.0,1457.0,2,2,3+,16.0,1,0,0,0,0,north-west,Furnished,Relatively New,1.3649117126625223,728.5,"28.4420° N, 77.0207° E",28.442,77.0207
Flat,the close north,sector 50,4.45,17082.0,2605.0,3,4,3,6.0,0,1,0,0,0,east,Semi-Furnished,Moderately Old,1.3649117126625223,868.3333333333334,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent Builder Floor,M3M Soulitude,sector 89,1.32,11408.0,1157.0,2,2,2,1.0,1,0,0,0,0,north-west,Unfurnished,New Property,1.3649117126625223,578.5,"28.4253° N, 76.9439° E",28.4253,76.9439
Independent Builder Floor,DLF Phase - 1,sector 26,5.3,22553.0,2350.0,4,5,2,1.0,0,0,0,0,1,north-east,Semi-Furnished,Relatively New,0.3599807943436079,587.5,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,emaar palm gardens,sector 83,2.2,12790.0,1720.0,3,3,3,5.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.1275465379242346,573.3333333333334,"28.3986° N, 76.9647° E",28.3986,76.9647
Flat,m3m heights,sector 65,2.8,18469.0,1516.0,2,2,2,17.0,0,0,0,0,0,not available,Unfurnished,Relatively New,0.5850575774520136,758.0,"28.4030° N, 77.0690° E",28.403,77.069
Flat,vatika sovereign park,sector 99,4.71,14017.0,3360.0,4,4,3+,9.0,0,1,0,0,0,west,Unfurnished,Relatively New,0.4504745494376903,840.0,"28.4640° N, 76.9614° E",28.464,76.9614
Flat,tata primanti,sector 72,4.65,17714.0,2625.0,4,5,3+,17.0,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,1.3649117126625223,656.25,"28.4225° N, 77.0211° E",28.4225,77.0211
Independent Builder Floor,"Sushant Lok 3 Extension, Gurgaon",sector 57,2.7,13846.0,1950.0,3,3,2,1.0,0,1,0,1,1,east,Semi-Furnished,Relatively New,0.3599807943436079,650.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Independent House,Bptp Visionnaire,sector 70,6.3,10500.0,6000.0,4,4,3+,3.0,1,1,1,1,0,north,Unfurnished,Relatively New,1.0904342856847038,1500.0,"28.3968° N, 77.0233° E",28.3968,77.0233
Flat,dlf regal gardens,sector 90,2.0,11514.0,1737.0,3,3,3,10.0,0,0,0,0,0,east,Unfurnished,Moderately Old,1.1927496826860424,579.0,"28.4085° N, 76.9369° E",28.4085,76.9369
Flat,hero homes,sector 104,1.55,19811.0,1099.0,2,2,2,8.0,0,0,0,1,1,north-east,Semi-Furnished,New Property,0.2574902868996955,549.5,"28.4788° N, 76.9960° E",28.4788,76.996
Independent Builder Floor,Unitech South City 2,sector 50,4.25,13117.0,3240.0,4,4,2,1.0,0,1,0,1,0,north-east,Unfurnished,New Property,0.3599807943436079,810.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Flat,ireo the corridors,sector 67,2.59,30116.0,1484.0,2,2,2,9.0,1,0,0,1,0,north-east,Semi-Furnished,Relatively New,1.3649117126625223,742.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Flat,emaar palm heights,sector 77,2.82,18193.0,1550.0,3,3,3,24.0,0,1,0,0,0,west,Unfurnished,Relatively New,0.1275465379242346,516.6666666666666,"28.3801° N, 76.9845° E",28.3801,76.9845
Independent House,Celebrity Homes,sector 1,5.25,15000.0,3500.0,4,4,2,2.0,0,1,1,0,0,north,Unfurnished,Old Property,1.1043505105184264,875.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Flat,indiabulls centrum park,sector 103,2.05,10789.0,1900.0,3,3,3+,17.0,0,0,0,0,0,east,Unfurnished,Relatively New,0.1275465379242346,633.3333333333334,"28.4949° N, 76.9845° E",28.4949,76.9845
Independent House,"Sector 55, Gurgaon",sector 55,21.0,33333.0,6300.0,3,3,3,3.0,1,1,1,1,0,north-east,Furnished,New Property,1.3649117126625223,2100.0,"28.4281° N, 77.1100° E",28.4281,77.11
Independent Builder Floor,"Sushant Lok Phase 3, Gurgaon",sector 57,3.2,14815.0,2160.0,3,3,1,1.0,0,1,0,1,0,east,Semi-Furnished,New Property,1.0446009707967752,720.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Flat,tulip violet,sector 69,3.2,15920.0,2010.0,4,4,2,1.0,0,1,0,0,0,north-east,Semi-Furnished,Moderately Old,0.4877694073977573,502.5,"28.3966° N, 77.0341° E",28.3966,77.0341
Independent Builder Floor,DLF Alameda,sector 73,7.5,16666.0,4500.0,4,4,2,1.0,1,1,0,1,0,east,Semi-Furnished,New Property,0.3599807943436079,1125.0,"28.4072° N, 77.0118° E",28.4072,77.0118
Independent Builder Floor,"Palam Vihar, Gurgaon",sector 1,3.35,9414.0,3240.0,4,4,2,2.0,1,1,0,1,1,south,Unfurnished,Relatively New,0.2493628396354255,810.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent House,Eros City Square,sector 49,5.89,34086.0,1728.0,4,3,2,2.0,0,0,0,1,1,south-east,Semi-Furnished,Relatively New,1.3051917365869712,432.0,"28.4121° N, 77.0480° E",28.4121,77.048
Independent Builder Floor,"Sector 23, Gurgaon",sector 23,4.1,8300.0,4518.0,4,5,2,2.0,1,1,0,1,1,south-east,Unfurnished,Relatively New,0.9227228316860556,1129.5,"28.5121° N, 77.0478° E",28.5121,77.0478
Flat,vatika sovereign park,sector 99,4.37,12618.0,3460.0,4,4,3,8.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,0.5342288642860399,865.0,"28.4640° N, 76.9614° E",28.464,76.9614
Flat,experion windchants,sector 112,7.9,12490.0,6325.0,5,6,3+,2.0,0,1,0,1,0,east,Unfurnished,Relatively New,0.8969347972487779,1265.0,"28.5189° N, 77.0183° E",28.5189,77.0183
Independent House,"Nirvana Country, Gurgaon",sector 50,14.0,43210.0,3240.0,4,4,0,1.0,1,1,0,0,0,north,Furnished,Old Property,0.9131915948836504,810.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent Builder Floor,Emaar MGF Emerald Floors Premier,sector 65,4.0,20253.0,1975.0,4,4,3,2.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.3750707367501683,493.75,"28.4030° N, 77.0690° E",28.403,77.069
Independent House,urban Home,sector 105,0.8,13307.0,600.0,2,2,1,2.0,0,0,0,0,0,north-west,Unfurnished,Under Construction,0.1275465379242346,300.0,"28.4952° N, 77.0114° E",28.4952,77.0114
Independent House,Vipul Tatvam Villa,sector 48,21.0,31028.0,6768.0,5,6,3,3.0,0,1,1,0,0,north-east,Semi-Furnished,Relatively New,1.3600327116308943,1353.6,"28.4177° N, 77.0359° E",28.4177,77.0359
Flat,bestech park view grand spa,sector 81,3.49,13120.0,2660.0,3,4,3+,5.0,0,1,0,0,0,west,Unfurnished,Relatively New,0.8312670864413597,886.6666666666666,"28.3867° N, 76.9485° E",28.3867,76.9485
Flat,vatika sovereign park,sector 99,3.65,13129.0,2780.0,3,5,3+,20.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.1275465379242346,926.6666666666666,"28.4640° N, 76.9614° E",28.464,76.9614
Independent House,"Sushant Lok 2,Sector 55, Gurgaon",sector 55,6.1,33224.0,1836.0,6,6,2,3.0,0,0,0,1,0,east,Unfurnished,Relatively New,0.7429700547868098,306.0,"28.4281° N, 77.1100° E",28.4281,77.11
Flat,spaze kalistaa,sector 84,3.5,10937.0,3200.0,3,6,3,8.0,1,1,0,0,0,east,Unfurnished,Relatively New,0.0,1066.6666666666667,"28.3979° N, 76.9736° E",28.3979,76.9736
Independent House,"Saraswati Enclave, Gurgaon",sector 37,1.1,12472.0,882.0,2,2,0,1.0,0,0,0,0,0,west,Unfurnished,New Property,0.0,441.0,"28.4375° N, 76.9999° E",28.4375,76.9999
Independent House,"Sector 45, Gurgaon",sector 45,9.0,29240.0,3078.0,9,9,2,3.0,0,0,0,1,0,north-west,Unfurnished,Moderately Old,0.7429700547868098,342.0,"28.4466° N, 77.0660° E",28.4466,77.066
Independent House,"Sushant Lok Phase 1, Gurgaon",sector 43,12.0,31898.0,3762.0,5,6,3+,3.0,0,1,1,1,0,north,Unfurnished,Relatively New,1.1674751726714148,752.4,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,ireo the grand arch,sector 58,4.9,22643.0,2164.0,3,4,2,15.0,0,1,0,0,0,north-east,Unfurnished,Moderately Old,1.0192899713463015,721.3333333333334,"28.4200° N, 77.1105° E",28.42,77.1105
Flat,central park flower valley flamingo floors,sector 33,1.58,14363.0,1100.0,2,2,3+,1.0,1,0,0,0,0,north,Unfurnished,Relatively New,0.8716880145139939,550.0,"28.4420° N, 77.0207° E",28.442,77.0207
Independent House,"Block M DLF phase 2, Gurgaon",sector 25,16.0,44223.0,3618.0,8,8,3+,3.0,0,1,0,1,0,east,Unfurnished,Moderately Old,0.1902304504525421,452.25,"28.4844° N, 77.0860° E",28.4844,77.086
Independent House,trimurti villas bhiwadi,sector 24,0.95,9774.0,972.0,4,4,3+,3.0,1,1,1,1,0,east,Unfurnished,New Property,1.0699992654516446,243.0,"28.4939° N, 77.1038° E",28.4939,77.1038
Independent House,Mapsko Casa Bella,sector 82,5.75,21296.0,2700.0,4,4,3+,2.0,0,1,0,0,0,east,Unfurnished,Relatively New,0.914893529826718,675.0,"28.3935° N, 76.9600° E",28.3935,76.96
Flat,sare crescent parc,sector 92,1.75,9523.0,1995.0,4,4,3,3.0,0,0,0,0,0,east,Unfurnished,Relatively New,0.1275465379242346,498.75,"28.4079° N, 76.9153° E",28.4079,76.9153
Independent Builder Floor,BPTP Astaire Gardens,sector 70,1.85,15352.0,1600.0,3,2,2,1.0,0,1,0,1,1,east,Semi-Furnished,New Property,0.3465960199121562,533.3333333333334,"28.3968° N, 77.0233° E",28.3968,77.0233
Flat,emaar mgf the palm drive,sector 66,3.6,18461.0,1950.0,3,3,2,4.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,0.1275465379242346,650.0,"28.3925° N, 77.0541° E",28.3925,77.0541
Flat,puri diplomatic greens,sector 111,4.75,16101.0,2950.0,4,5,3+,10.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,0.7524390611751142,737.5,"28.5238° N, 77.0320° E",28.5238,77.032
Independent Builder Floor,Ansals Palam Vihar,sector 1,3.25,10030.0,3240.0,4,4,2,2.0,0,0,0,1,0,north-east,Unfurnished,New Property,0.6234127943266914,810.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent Builder Floor,Vatika Emilia Floors,sector 83,1.33,8210.0,1620.0,2,2,3,0.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,1.0553961831704264,810.0,"28.3986° N, 76.9647° E",28.3986,76.9647
Independent Builder Floor,"Block C Sushant Lok Phase - 3, Gurgaon",sector 57,3.9,14444.0,2700.0,4,4,2,4.0,0,1,0,0,0,north-west,Semi-Furnished,New Property,0.3599807943436079,675.0,"28.4232° N, 77.0752° E",28.4232,77.0752
Flat,bestech park view grand spa,sector 81,5.35,12738.0,4200.0,4,6,3+,18.0,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0.6660377346850714,1050.0,"28.3867° N, 76.9485° E",28.3867,76.9485
Flat,ats triumph,sector 104,2.7,20089.0,2290.0,3,3,3+,15.0,0,1,0,0,0,north,Unfurnished,Relatively New,1.3649117126625223,763.3333333333334,"28.4788° N, 76.9960° E",28.4788,76.996
Flat,godrej meridien,sector 106,2.85,27669.0,1855.0,3,3,3+,20.0,0,0,0,0,1,north,Unfurnished,New Property,0.0,618.3333333333334,"28.5007° N, 77.0003° E",28.5007,77.0003
Flat,tata gurgaon gateway,sector 112,4.1,15922.0,2575.0,3,4,3,11.0,0,1,0,0,0,north-east,Unfurnished,Moderately Old,1.3065208782084048,858.3333333333334,"28.5189° N, 77.0183° E",28.5189,77.0183
Independent House,"Sector 40, Gurgaon",sector 40,5.65,38992.0,1449.0,6,6,2,3.0,0,0,0,1,0,north-west,Unfurnished,Old Property,0.7429700547868098,241.5,"28.4498° N, 77.0567° E",28.4498,77.0567
Independent Builder Floor,"A Block Sushant Lok Phase 1, Gurgaon",sector 43,3.66,13811.0,2650.0,4,4,2,1.0,1,0,0,0,0,east,Furnished,Relatively New,0.2454587427462726,662.5,"28.4629° N, 77.0772° E",28.4629,77.0772
Flat,puri emerald bay,sector 104,2.42,14235.0,1700.0,2,3,3,8.0,0,1,0,0,0,not available,Unfurnished,Relatively New,0.0,850.0,"28.4788° N, 76.9960° E",28.4788,76.996
Independent House,"Sector 7, Gurgaon",sector 7,4.6,20444.0,2250.0,3,3,2,1.0,0,0,0,0,0,north-west,Unfurnished,Old Property,0.0,750.0,"28.4644° N, 77.0143° E",28.4644,77.0143
Flat,tata primanti,sector 72,5.35,18416.0,2905.0,4,5,3+,32.0,0,1,0,0,0,north-east,Unfurnished,Moderately Old,0.5342288642860399,726.25,"28.4225° N, 77.0211° E",28.4225,77.0211
Flat,emaar mgf palm studios,sector 66,2.37,19750.0,1200.0,2,2,2,15.0,0,0,1,0,0,north-east,Semi-Furnished,Relatively New,0.6109441221403384,600.0,"28.3925° N, 77.0541° E",28.3925,77.0541
Independent House,trimurti plots villas,sector 105,0.95,9774.0,972.0,4,4,3+,4.0,1,1,1,1,0,east,Unfurnished,New Property,1.3649117126625223,243.0,"28.4952° N, 77.0114° E",28.4952,77.0114
Independent Builder Floor,Unitech South City 2,sector 50,3.4,15740.0,2160.0,3,3,2,1.0,0,1,0,1,0,north-east,Unfurnished,New Property,0.5470301818627744,720.0,"28.4178° N, 77.0628° E",28.4178,77.0628
Independent Builder Floor,Emaar Emerald Hills,sector 65,2.95,21376.0,1380.0,3,3,3,0.0,0,0,1,0,0,north,Unfurnished,Relatively New,1.1106154335294656,460.0,"28.4030° N, 77.0690° E",28.403,77.069
Independent House,Ultra Luxurious Builder Floor,sector 26,15.0,55555.0,2550.0,4,5,3+,3.0,1,1,1,1,0,north-west,Semi-Furnished,Moderately Old,1.3649117126625223,637.5,"28.4757° N, 77.1032° E",28.4757,77.1032
Flat,experion windchants,sector 112,7.88,16224.0,4857.0,4,5,3+,18.0,0,1,0,0,0,north-east,Unfurnished,Relatively New,0.1549051121527435,1214.25,"28.5189° N, 77.0183° E",28.5189,77.0183
Independent House,"Sector 40, Gurgaon",sector 40,7.5,31686.0,2367.0,8,8,2,3.0,0,0,0,1,0,south-east,Unfurnished,Old Property,0.7429700547868098,295.875,"28.4498° N, 77.0567° E",28.4498,77.0567
Flat,signature signum 81,sector 81,1.25,13089.0,955.0,2,2,2,1.0,0,0,0,0,0,north-east,Unfurnished,Relatively New,0.0,477.5,"28.3867° N, 76.9485° E",28.3867,76.9485
Independent House,"Palam Vihar, Gurgaon",sector 1,8.25,25463.0,3240.0,6,7,2,3.0,1,1,0,1,0,east,Semi-Furnished,Relatively New,0.8279749023978826,540.0,"28.3663° N, 76.9456° E",28.3663,76.9456
Independent House,BPTP Amstoria,sector 102,5.7,31667.0,1854.0,4,3,3,1.0,0,0,1,0,0,north-east,Unfurnished,New Property,1.3274002576019963,463.5,"28.4750° N, 76.9715° E",28.475,76.9715
Flat,mapsko casa bella,sector 82,2.05,10459.0,1960.0,3,3,3,6.0,0,0,0,0,0,north-west,Unfurnished,Relatively New,0.7723767856216032,653.3333333333334,"28.3935° N, 76.9600° E",28.3935,76.96
Independent Builder Floor,Malibu Towne,sector 47,2.9,13426.0,2160.0,3,3,1,3.0,0,1,0,0,0,not available,Semi-Furnished,New Property,0.4441414060406677,720.0,"28.4276° N, 77.0492° E",28.4276,77.0492
Flat,emaar mgf emerald floors premier,sector 65,3.1,23846.0,1650.0,3,3,3,3.0,1,1,0,0,0,north,Furnished,New Property,0.4005473754811831,550.0,"28.4030° N, 77.0690° E",28.403,77.069
Flat,umang winter hills,sector 77,1.36,11131.0,1342.0,2,2,2,3.0,0,0,0,0,0,north-east,Unfurnished,Moderately Old,0.7789353254293954,671.0,"28.3801° N, 76.9845° E",28.3801,76.9845
Flat,m3m merlin,sector 67,4.85,20208.0,2400.0,3,4,3,15.0,0,0,0,0,0,not available,Unfurnished,Moderately Old,0.0,800.0,"28.3859° N, 77.0608° E",28.3859,77.0608
Flat,experion the heartsong,sector 108,2.35,11732.0,2003.0,3,4,3+,9.0,0,1,0,0,0,east,Semi-Furnished,Moderately Old,1.0699992654516446,667.6666666666666,"28.5134° N, 76.9830° E",28.5134,76.983
Independent Builder Floor,"Sector 65, Gurgaon",sector 65,5.5,22916.0,2400.0,4,4,2,3.0,0,0,0,0,1,east,Unfurnished,New Property,0.3599807943436079,600.0,"28.4030° N, 77.0690° E",28.403,77.069
Independent Builder Floor,DLF Gardencity Enclave,sector 93,1.95,12104.0,1611.0,3,3,2,1.0,0,1,0,0,0,north-east,Semi-Furnished,New Property,0.9739898799941128,537.0,"28.4153° N, 76.9326° E",28.4153,76.9326
Flat,ashiana anmol,sector 33,1.3,10788.0,1205.0,2,2,2,7.0,0,0,0,0,0,north,Unfurnished,New Property,0.6109441221403384,602.5,"28.4420° N, 77.0207° E",28.442,77.0207
Independent Builder Floor,"Sector 45, Gurgaon",sector 45,2.62,11391.0,2300.0,3,3,2,3.0,0,1,0,0,0,north-west,Semi-Furnished,New Property,0.5468117935675189,766.6666666666666,"28.4466° N, 77.0660° E",28.4466,77.066
Independent Builder Floor,Signature Global Park,sector 33,0.75,9124.0,822.0,2,2,3,1.0,0,0,0,0,1,north-east,Unfurnished,Relatively New,0.3599807943436079,411.0,"28.4420° N, 77.0207° E",28.442,77.0207
