property_type,society,sector,price_in_cr,total_area_sqft,bedrooms,bathrooms,balcony,floornum_category,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession,super_built_up_area_missing,built_up_area_missing,carpet_area_missing,plot_area_missing,area_per_bedroom,dense_house_flag,luxury_category
Flat,m3m the marina,sector 68,2.4,1650.0,3,2,3+,Mid-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,0,1,1,1,550.0,0,Budget
Independent House,"DLF Phase 2, Gurgaon",sector 25,12.22,2844.0,6,7,3+,Low-rise,1,1,1,1,0,north-west,Semi-Furnished,Moderately Old,1,1,1,0,474.0,0,Luxury
Flat,central park resorts,sector 48,4.0,1418.0,2,2,2,Mid-rise,0,0,0,1,0,not available,Unfurnished,Moderately Old,0,1,1,1,709.0,0,Luxury
Independent Builder Floor,"Block M South City 1, Gurgaon",sector 41,4.0,1755.0,3,3,2,Low-rise,0,1,0,0,0,north,Unfurnished,New Property,1,1,0,1,585.0,0,Budget
Independent House,DLF City Plots Phase 2,sector 25,12.4,2700.0,8,9,3+,Low-rise,1,1,1,1,0,west,Semi-Furnished,Moderately Old,1,0,0,0,337.5,0,Luxury
Independent House,"Greenwood City, Gurgaon",sector 45,9.1,2160.0,4,5,3+,Low-rise,1,1,1,1,0,west,Semi-Furnished,Moderately Old,1,1,1,0,540.0,0,Luxury
Flat,awho devinder vihar,sector 56,2.5,1412.0,3,2,3,Low-rise,0,0,0,0,1,north,Unfurnished,Old Property,0,1,1,1,470.6666666666667,0,Luxury
Independent House,"A Block Sushant Lok Phase 1, Gurgaon",sector 43,25.0,7317.0,11,11,2,Low-rise,1,1,1,1,0,not available,Unfurnished,Moderately Old,1,1,1,0,665.1818181818181,0,Semi-Luxury
Independent Builder Floor,Ansal API Versalia,sector 67,2.85,2442.0,4,4,2,Low-rise,0,0,0,1,0,west,Unfurnished,New Property,0,1,1,1,610.5,0,Budget
Independent House,Emaar MGF Marbella,sector 66,15.0,2403.0,4,4,3+,Low-rise,1,1,1,1,0,east,Unfurnished,Relatively New,1,1,1,0,600.75,0,Luxury
Independent Builder Floor,Unitech South City 2,sector 50,2.7,1620.0,3,3,2,Low-rise,0,1,0,1,0,north-east,Semi-Furnished,New Property,1,1,0,1,540.0,0,Luxury
Flat,parsvnath exotica,sector 53,8.85,3390.0,4,5,3,Mid-rise,0,0,0,0,0,north-east,Furnished,Moderately Old,0,1,1,1,847.5,0,Budget
Independent House,Vipul Tatvam Villa,sector 48,7.75,2583.0,4,4,2,Low-rise,0,1,1,0,0,south,Unfurnished,Old Property,1,1,1,0,645.75,0,Luxury
Flat,valley view estate,gwal pahari,2.03,2192.0,5,4,3+,Mid-rise,0,1,1,0,0,not available,Unfurnished,Moderately Old,1,1,0,1,438.4,0,Semi-Luxury
Flat,bestech park view grand spa,sector 81,3.44,2660.0,3,4,3+,Low-rise,1,1,0,0,0,east,Unfurnished,Moderately Old,0,1,1,1,886.6666666666666,0,Semi-Luxury
Independent House,"B1 Block Sector 57, Gurgaon",sector 57,5.0,2100.0,3,4,3,Low-rise,1,1,0,1,1,south,Unfurnished,New Property,1,1,1,0,700.0,0,Semi-Luxury
Independent Builder Floor,M3M Soulitude,sector 89,1.62,1494.0,3,3,2,Low-rise,0,0,0,0,1,east,Unfurnished,Relatively New,0,1,1,1,498.0,0,Luxury
Independent House,"A Block Sushant Lok Phase 1, Gurgaon",sector 43,25.0,7317.0,11,12,3+,Low-rise,1,1,1,1,0,north,Unfurnished,Old Property,1,1,1,0,665.1818181818181,0,Semi-Luxury
Independent House,"Bhondsi, Gurgaon",bhondsi,0.56,783.0,3,3,0,Low-rise,0,0,0,0,0,west,Unfurnished,Relatively New,1,1,1,0,261.0,1,Budget
Independent Builder Floor,"Block N, Mayfield garden, Gurgaon",sector 51,3.12,2367.0,3,3,1,Low-rise,0,1,0,0,0,west,Unfurnished,New Property,1,1,0,1,789.0,0,Semi-Luxury
Independent Builder Floor,"DLF Phase 2, Gurgaon",sector 25,6.5,3600.0,4,4,2,Low-rise,1,1,0,1,1,north-east,Furnished,Relatively New,1,1,0,1,900.0,0,Luxury
Flat,ats tourmaline,sector 109,2.55,2150.0,3,4,3+,Low-rise,0,1,0,1,0,north-east,Unfurnished,Relatively New,0,1,1,1,716.6666666666666,0,Luxury
Flat,conscient elevate,sector 59,5.5,2095.0,3,3,3,Mid-rise,0,0,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,698.3333333333334,0,Luxury
Flat,smart world orchard,sector 61,2.75,1685.0,3,3,2,Low-rise,1,0,1,1,0,north,Unfurnished,New Property,0,1,1,1,561.6666666666666,0,Semi-Luxury
Independent Builder Floor,"Palam Vihar, Gurgaon",sector 1,2.9,2430.0,4,4,2,Low-rise,0,0,0,0,1,west,Unfurnished,Relatively New,1,0,1,1,607.5,0,Budget
Flat,conscient heritage max,sector 102,2.62,1942.0,3,4,3+,Mid-rise,0,1,0,0,0,east,Semi-Furnished,Relatively New,0,1,1,1,647.3333333333334,0,Luxury
Flat,emaar imperial gardens,sector 102,2.45,2025.0,3,4,1,Mid-rise,0,1,0,0,0,west,Unfurnished,Relatively New,0,1,1,1,675.0,0,Luxury
Flat,adani m2k oyster grande,sector 102,2.65,1889.0,3,3,2,Low-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,629.6666666666666,0,Luxury
Flat,sobha city,sector 108,2.7,1381.0,2,2,2,Mid-rise,0,0,1,1,0,north-east,Unfurnished,New Property,0,1,1,1,690.5,0,Semi-Luxury
Independent House,Jyoti Park,sector 7,4.1,4170.0,8,7,2,Low-rise,0,0,0,0,0,west,Unfurnished,Moderately Old,1,0,1,1,521.25,0,Budget
Independent House,Bestech Park View Grand Spa,sector 81,13.0,4500.0,6,7,3+,Low-rise,1,1,1,1,0,north-east,Furnished,Relatively New,1,1,1,0,750.0,0,Luxury
Flat,bestech park view spa,sector 47,7.47,3125.0,4,6,3+,Low-rise,0,1,0,1,0,east,Semi-Furnished,Moderately Old,0,1,1,1,781.25,0,Budget
Flat,puri emerald bay,sector 104,2.3,1700.0,2,3,3,Mid-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,850.0,0,Budget
Flat,dlf new town heights 1,sector 90,3.21,2727.0,4,4,3+,Mid-rise,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,681.75,0,Budget
Independent House,"Block A Surya Vihar, Gurgaon",sector 9,0.65,720.0,2,2,0,Low-rise,0,0,0,0,0,not available,Unfurnished,Old Property,1,1,1,0,360.0,0,Budget
Independent House,"Carterpuri Village, Gurgaon",sector 23,6.0,3000.0,9,9,3+,Low-rise,0,0,0,0,0,not available,Unfurnished,Moderately Old,1,1,1,0,333.3333333333333,0,Budget
Independent Builder Floor,"Block C2 Sector 3, Gurgaon",sector 3,1.46,1470.0,3,2,1,Low-rise,0,0,0,0,0,east,Unfurnished,New Property,1,0,1,1,490.0,0,Semi-Luxury
Independent House,"Maruti Kunj, Gurgaon",sector 105,0.6,990.0,4,2,2,Low-rise,1,1,0,1,0,not available,Unfurnished,New Property,1,1,1,0,247.5,1,Budget
Flat,dlf the skycourt,sector 86,2.3,1930.0,3,3,3,Mid-rise,1,1,1,1,0,north-east,Unfurnished,New Property,0,1,1,1,643.3333333333334,0,Semi-Luxury
Independent Builder Floor,"Mayfield Garden, Gurgaon",sector 51,3.0,2160.0,3,4,2,Low-rise,0,1,0,1,0,north-east,Semi-Furnished,New Property,0,1,1,1,720.0,0,Semi-Luxury
Flat,experion windchants,sector 112,4.35,2802.0,3,3,2,Mid-rise,0,1,0,0,0,north,Unfurnished,New Property,0,1,1,1,934.0,0,Semi-Luxury
Flat,orchid petals,sector 49,3.15,1805.0,3,3,3,Mid-rise,0,0,0,0,1,east,Unfurnished,Moderately Old,0,1,1,1,601.6666666666666,0,Luxury
Flat,conscient elevate,sector 59,8.5,3395.0,4,4,2,Mid-rise,0,1,0,0,0,west,Unfurnished,New Property,0,1,1,1,848.75,0,Semi-Luxury
Independent Builder Floor,Ansal API Versalia,sector 67,2.69,2430.0,4,4,2,Low-rise,0,1,0,1,1,west,Semi-Furnished,Relatively New,0,1,1,1,607.5,0,Luxury
Flat,emaar mgf the palm drive,sector 66,4.07,1950.0,3,3,2,Mid-rise,1,1,0,0,0,east,Furnished,Relatively New,0,1,1,1,650.0,0,Semi-Luxury
Independent House,"Sector 38, Gurgaon",sector 38,5.5,1485.0,3,3,3+,Low-rise,1,1,1,1,0,north-east,Furnished,Moderately Old,1,1,1,0,495.0,0,Luxury
Independent House,Satya The Legend,sector 57,17.0,6498.0,5,9,3+,Low-rise,1,1,1,1,0,north-east,Furnished,Relatively New,1,1,1,0,1299.6,0,Luxury
Independent House,"Sector 15 Part 1, Gurgaon",sector 15,8.0,1836.0,6,6,2,Low-rise,0,0,0,1,0,north-east,Unfurnished,Old Property,1,1,1,0,306.0,0,Semi-Luxury
Flat,ireo skyon,sector 60,2.89,1524.0,2,3,2,Mid-rise,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,762.0,0,Luxury
Independent Builder Floor,Ansal API Versalia,sector 67,2.65,2700.0,4,4,2,Low-rise,0,1,0,1,0,north-east,Semi-Furnished,New Property,0,1,1,1,675.0,0,Luxury
Independent Builder Floor,Ansal API Esencia,sector 67,3.4,2200.0,4,4,2,Low-rise,0,1,0,1,0,north-east,Semi-Furnished,New Property,0,1,1,1,550.0,0,Budget
Independent House,Bptp Visionnaire,sector 70,7.0,5981.0,4,4,3,Low-rise,1,0,1,0,0,north-east,Unfurnished,Relatively New,1,0,1,1,1495.25,0,Luxury
Independent Builder Floor,Adani Brahma Samsara Vilasa,sector 63,4.2,3500.0,4,4,2,Low-rise,0,1,0,1,0,east,Semi-Furnished,New Property,1,0,1,1,875.0,0,Luxury
Independent House,Unitech South City 2,sector 50,8.5,2475.0,7,7,3+,Low-rise,0,0,1,0,0,east,Semi-Furnished,Old Property,1,1,1,0,353.57142857142856,0,Semi-Luxury
Independent House,Unitech Deerwood Chase,sector 50,9.75,2160.0,4,4,2,Low-rise,0,1,0,1,0,west,Unfurnished,Moderately Old,1,1,1,0,540.0,0,Budget
Independent Builder Floor,"DLF Phase 2, Gurgaon",sector 25,5.3,2844.0,4,4,3,Low-rise,1,0,0,0,0,north-west,Unfurnished,New Property,0,1,1,1,711.0,0,Budget
Flat,emaar mgf palm terraces select,sector 66,4.8,2420.0,4,5,3,Low-rise,0,1,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,605.0,0,Budget
Flat,pareena mi casa,sector 68,2.45,2000.0,3,4,3+,Mid-rise,0,1,0,0,0,east,Unfurnished,Relatively New,1,1,0,1,666.6666666666666,0,Semi-Luxury
Flat,puri diplomatic greens,sector 111,4.85,2950.0,4,5,3+,High-rise,0,1,0,0,0,north,Unfurnished,Relatively New,0,1,1,1,737.5,0,Budget
Independent Builder Floor,"Block E Greenwood City, Gurgaon",sector 46,4.2,2430.0,3,3,2,Low-rise,0,1,0,0,0,north-west,Semi-Furnished,New Property,0,1,1,1,810.0,0,Semi-Luxury
Flat,puri emerald bay,sector 104,3.4,2450.0,3,3,3,Mid-rise,1,0,0,0,0,north-east,Furnished,Relatively New,0,1,1,1,816.6666666666666,0,Budget
Independent House,DLF City Plots,sector 26,18.5,4518.0,8,9,3+,Low-rise,1,1,1,1,0,north-east,Semi-Furnished,Moderately Old,1,1,1,0,564.75,0,Luxury
Independent Builder Floor,"Palam Vihar, Gurgaon",sector 1,2.8,2430.0,3,3,3,Low-rise,1,1,1,1,0,east,Unfurnished,New Property,1,1,0,1,810.0,0,Budget
Flat,central park resorts,sector 48,3.85,1418.0,2,2,3+,Mid-rise,0,0,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,709.0,0,Luxury
Independent Builder Floor,"DLF Phase 1, Gurgaon",sector 26,7.5,4500.0,4,4,1,Low-rise,1,0,1,1,0,west,Semi-Furnished,Relatively New,0,1,1,1,1125.0,0,Semi-Luxury
Flat,orris aster court,sector 85,1.32,1375.0,2,2,2,Low-rise,0,0,0,0,0,east,Unfurnished,Moderately Old,0,1,1,1,687.5,0,Budget
Flat,bestech altura,sector 79,2.6,2050.0,3,3,3,High-rise,0,0,1,0,0,east,Unfurnished,New Property,0,1,1,1,683.3333333333334,0,Budget
Independent House,"Ardee City, Gurgaon",sector 52,5.81,2160.0,9,9,3+,Low-rise,1,0,0,1,0,not available,Unfurnished,Moderately Old,1,1,1,0,240.0,1,Semi-Luxury
Flat,emaar mgf emerald floors premier,sector 65,3.5,1650.0,3,3,2,Low-rise,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,550.0,0,Luxury
Flat,tulip violet,sector 69,2.35,1578.0,3,3,2,Mid-rise,0,0,0,1,0,west,Unfurnished,Moderately Old,0,1,1,1,526.0,0,Budget
Independent Builder Floor,DLF PHASE - 1,sector 26,4.35,2250.0,4,4,2,Low-rise,0,1,0,0,0,east,Semi-Furnished,Relatively New,1,1,0,1,562.5,0,Budget
Independent Builder Floor,"Palam Vihar, Gurgaon",sector 1,3.8,4680.0,4,4,3+,Low-rise,0,0,0,0,0,east,Unfurnished,Relatively New,1,1,0,1,1170.0,0,Budget
Independent House,Bptp Visionnaire,sector 70,6.28,5951.0,4,4,3+,Low-rise,0,1,1,1,0,north,Unfurnished,New Property,1,0,1,0,1487.75,0,Semi-Luxury
Independent House,"Sushant Lok Phase 3, Gurgaon",sector 57,14.0,4521.0,12,12,3+,Low-rise,0,0,0,0,0,north-east,Unfurnished,Moderately Old,1,1,1,0,376.75,0,Luxury
Flat,mapsko mount ville,sector 79,1.84,1490.0,3,3,3,High-rise,0,0,0,0,0,north-west,Unfurnished,Relatively New,0,1,1,1,496.6666666666667,0,Luxury
Flat,pioneer urban presidia,sector 62,5.8,2440.0,3,5,3,Mid-rise,0,1,0,0,0,east,Semi-Furnished,Old Property,0,1,1,1,813.3333333333334,0,Luxury
Flat,bestech park view spa next,sector 67,3.79,2350.0,4,3,3+,Mid-rise,0,1,0,0,0,east,Unfurnished,Moderately Old,0,1,1,1,587.5,0,Semi-Luxury
Independent House,Emaar MGF Marbella,sector 66,24.0,4500.0,5,6,3+,Low-rise,1,1,0,1,0,north,Unfurnished,New Property,1,1,1,0,900.0,0,Semi-Luxury
Flat,sobha city,sector 108,3.75,2003.0,3,4,2,Mid-rise,1,0,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,667.6666666666666,0,Luxury
Independent House,"Sector 15 Part 2, Gurgaon",sector 15,9.5,2167.0,8,8,3+,Low-rise,0,1,0,0,0,north-west,Unfurnished,Relatively New,1,0,1,0,270.875,1,Semi-Luxury
Flat,dlf regal gardens,sector 90,2.05,1752.0,3,3,3,High-rise,0,0,0,0,0,north,Unfurnished,Relatively New,0,1,1,1,584.0,0,Luxury
Flat,signature global city,sector 37,1.78,1535.0,3,3,3,Low-rise,0,0,0,0,0,north-east,Unfurnished,New Property,0,1,1,1,511.6666666666667,0,Budget
Independent Builder Floor,Sushant Lok 1 Builder Floors,sector 43,6.5,3762.0,4,4,3+,Low-rise,1,1,1,1,0,east,Unfurnished,New Property,1,1,0,1,940.5,0,Luxury
Independent House,International City by Sobha Phase 1,sector 109,8.75,2430.0,5,5,3+,Low-rise,0,1,0,0,0,north-east,Unfurnished,New Property,1,0,0,0,486.0,0,Luxury
Independent House,"Suncity, Gurgaon",sector 54,13.25,7050.0,5,6,3,Low-rise,0,1,0,1,0,not available,Semi-Furnished,Moderately Old,1,0,0,1,1410.0,0,Luxury
Independent House,"DLF Phase 2, Gurgaon",sector 25,12.0,2700.0,7,8,2,Low-rise,1,1,0,1,1,east,Semi-Furnished,Relatively New,1,1,1,0,385.7142857142857,0,Semi-Luxury
Independent House,"Palam Vihar, Gurgaon",sector 1,4.35,1557.0,4,4,3+,Low-rise,0,0,0,0,0,south,Unfurnished,Old Property,1,1,1,0,389.25,0,Budget
Independent House,Central Park Flower Valley Fleur Villas,sector 33,7.5,2250.0,4,4,3+,Low-rise,1,1,1,1,0,east,Semi-Furnished,Relatively New,1,0,1,1,562.5,0,Luxury
Independent House,Puri Diplomatic Greens,sector 111,14.0,2970.0,5,6,3+,Low-rise,1,1,1,1,0,east,Unfurnished,Relatively New,1,1,1,0,594.0,0,Luxury
Independent House,"Mianwali Colony, Gurgaon",sector 12,4.3,2700.0,7,7,3+,Low-rise,1,1,1,1,0,south-west,Unfurnished,Old Property,1,1,1,0,385.7142857142857,0,Semi-Luxury
Flat,central park flower valley aqua front towers,sector 33,2.35,1789.0,3,3,3,Mid-rise,0,0,0,0,0,east,Unfurnished,Relatively New,0,1,1,1,596.3333333333334,0,Budget
Independent House,"Palam Vihar, Gurgaon",sector 1,12.0,4032.0,6,4,3+,Low-rise,1,1,1,0,0,north-east,Furnished,Relatively New,1,1,1,0,672.0,0,Luxury
Independent House,Eros Rosewood City,sector 49,25.0,4815.0,6,6,0,Low-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,1,0,1,1,802.5,0,Budget
Flat,paras quartier,gwal pahari,9.25,5350.0,4,4,2,Mid-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,0,1,1,1,1337.5,0,Budget
Independent Builder Floor,Ansal API Esencia,sector 67,4.2,3780.0,4,5,2,Low-rise,1,1,0,1,0,east,Semi-Furnished,New Property,1,1,0,1,945.0,0,Budget
Independent Builder Floor,M3M Soulitude,sector 89,1.38,1157.0,2,2,3,Low-rise,0,1,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,578.5,0,Budget
Flat,tulip violet,sector 69,2.25,1578.0,3,3,2,Low-rise,0,0,0,1,0,south-east,Unfurnished,Relatively New,0,1,1,1,526.0,0,Budget
Independent Builder Floor,"Palam Vihar, Gurgaon",sector 1,4.35,4680.0,4,5,2,Low-rise,1,1,1,1,0,north-east,Unfurnished,Relatively New,1,0,1,1,1170.0,0,Semi-Luxury
Flat,paras dews,sector 106,1.8,1760.0,3,4,3+,Mid-rise,0,1,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,586.6666666666666,0,Semi-Luxury
Independent Builder Floor,"Sushant Lok Phase 1, Gurgaon",sector 43,3.3,1935.0,3,3,2,Low-rise,0,1,0,0,0,east,Semi-Furnished,New Property,0,1,1,1,645.0,0,Budget
Independent House,DLF Gardencity,sector 91,8.35,3150.0,4,4,1,Low-rise,0,0,0,0,0,north-east,Unfurnished,Moderately Old,1,1,1,0,787.5,0,Semi-Luxury
Independent Builder Floor,Ardee City,sector 52,3.25,2700.0,4,4,3,Low-rise,0,1,0,1,0,east,Semi-Furnished,New Property,0,1,1,1,675.0,0,Luxury
Independent House,rwa sector 17,sector 17,12.0,4518.0,3,3,2,Low-rise,0,0,1,0,0,north,Unfurnished,Old Property,1,0,0,0,1506.0,0,Luxury
Flat,godrej meridien,sector 106,2.1,1366.0,2,2,2,Mid-rise,0,0,0,0,0,north,Unfurnished,Relatively New,1,0,1,1,683.0,0,Budget
Flat,hero homes,sector 104,2.52,1689.0,3,3,3,High-rise,0,0,0,1,0,north-west,Unfurnished,New Property,0,1,1,1,563.0,0,Budget
Flat,ramprastha the view,sector 37,1.27,1565.0,3,3,3,Mid-rise,0,0,1,0,1,north,Unfurnished,Moderately Old,0,1,1,1,521.6666666666666,0,Luxury
Flat,godrej meridien,sector 106,4.25,2720.0,4,4,3+,High-rise,0,1,0,0,0,north-east,Unfurnished,New Property,0,1,1,1,680.0,0,Semi-Luxury
Independent House,Unitech Nirvana Country 2,sector 71,9.85,5252.0,4,4,3+,Low-rise,1,1,0,1,0,east,Unfurnished,Relatively New,1,0,0,0,1313.0,0,Luxury
Independent House,"Pratap Nagar, Gurgaon",sector 8,2.5,1530.0,6,4,3,Low-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,1,1,1,0,255.0,1,Budget
Independent House,"Urban Estate, Gurgaon",sector 4,7.15,4500.0,5,5,2,Low-rise,1,1,0,0,1,east,Unfurnished,Moderately Old,1,0,1,0,900.0,0,Semi-Luxury
Flat,central park 2 bellevue,sector 48,3.85,2350.0,3,4,3+,Mid-rise,0,1,0,0,1,east,Furnished,Moderately Old,0,1,1,1,783.3333333333334,0,Luxury
Flat,emaar mgf the palm drive,sector 66,5.2,2625.0,4,4,2,Mid-rise,0,1,0,0,0,north-east,Semi-Furnished,Moderately Old,0,1,1,1,656.25,0,Luxury
Flat,m3m golfestate,sector 65,7.5,3888.0,3,3,3,Mid-rise,0,1,0,1,0,north-east,Furnished,Relatively New,0,1,1,1,1296.0,0,Budget
Flat,indiabulls enigma,sector 110,4.8,3400.0,4,5,3,Mid-rise,0,1,0,0,0,west,Unfurnished,Relatively New,0,1,1,1,850.0,0,Semi-Luxury
Independent House,"DLF Phase 1, Gurgaon",sector 26,9.0,3645.0,4,5,3+,Low-rise,0,0,0,0,1,south-west,Unfurnished,Relatively New,1,1,1,0,911.25,0,Budget
Flat,la vida by tata housing,sector 113,1.99,1330.0,2,2,2,Low-rise,0,0,0,0,1,east,Unfurnished,New Property,0,1,1,1,665.0,0,Budget
Independent House,"Sector 84, Gurgaon",sector 84,2.5,2500.0,3,3,3,Low-rise,0,0,0,0,0,not available,Unfurnished,Relatively New,1,1,1,0,833.3333333333334,0,Budget
Independent House,Nirvana Cedar Crest,sector 50,9.4,2160.0,3,3,2,Low-rise,0,1,0,0,0,east,Unfurnished,Moderately Old,1,0,0,0,720.0,0,Semi-Luxury
Independent House,Tata Primanti,sector 72,15.0,8500.0,5,4,3+,Low-rise,0,1,0,0,0,east,Unfurnished,Relatively New,1,1,1,0,1700.0,0,Semi-Luxury
Independent Builder Floor,Tata Primanti,sector 72,6.3,3250.0,4,4,3+,Low-rise,1,1,0,1,0,north-east,Semi-Furnished,New Property,0,1,1,1,812.5,0,Budget
Flat,adani m2k oyster grande,sector 102,3.6,3198.0,4,4,3+,Mid-rise,0,1,0,0,0,not available,Unfurnished,Relatively New,0,1,1,1,799.5,0,Budget
Independent Builder Floor,All Punjabi Welfare Association,sector 23,2.53,2367.0,3,3,2,Low-rise,0,0,0,1,0,east,Unfurnished,New Property,0,1,1,1,789.0,0,Semi-Luxury
Independent Builder Floor,DLF Amaltas Drive,sector 28,8.0,3200.0,4,5,3+,Low-rise,0,1,0,0,0,north,Unfurnished,New Property,1,1,0,1,800.0,0,Budget
Independent Builder Floor,BNB Nature Valley,sector 70,1.85,1395.0,3,2,2,Low-rise,0,0,0,1,0,east,Unfurnished,New Property,1,0,1,1,465.0,0,Budget
Flat,parsvnath exotica,sector 53,8.9,3390.0,4,5,3+,Low-rise,0,1,0,1,0,north-east,Semi-Furnished,Moderately Old,0,1,1,1,847.5,0,Budget
Independent House,"Sector 9, Gurgaon",sector 9,5.9,2367.0,4,4,0,Low-rise,0,0,0,0,0,north-east,Unfurnished,Relatively New,1,1,1,0,591.75,0,Luxury
Independent Builder Floor,Smart World Gems,sector 89,1.65,1494.0,3,3,2,Low-rise,1,0,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,498.0,0,Luxury
Independent House,"Suncity, Gurgaon",sector 54,21.0,4500.0,6,7,3+,Low-rise,1,1,1,1,0,north-east,Semi-Furnished,Moderately Old,1,1,1,0,750.0,0,Luxury
Flat,dlf regal gardens,sector 90,2.15,1702.0,3,3,3,Low-rise,0,0,0,0,0,east,Unfurnished,Moderately Old,0,1,1,1,567.3333333333334,0,Budget
Independent House,"Sector 7, Gurgaon",sector 7,2.2,900.0,2,2,2,Low-rise,1,1,0,1,1,east,Furnished,Moderately Old,1,0,0,0,450.0,0,Luxury
Independent House,"Sector 45, Gurgaon",sector 45,3.5,936.0,3,3,2,Low-rise,0,0,1,0,0,north,Unfurnished,Old Property,1,1,1,0,312.0,0,Luxury
Independent Builder Floor,Signature Global City,sector 37,1.46,1295.0,3,3,3,Low-rise,0,0,0,1,0,north,Unfurnished,New Property,0,1,1,1,431.6666666666667,0,Luxury
Flat,dlf the ultima,sector 81,3.58,2103.0,3,4,3+,Mid-rise,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,701.0,0,Luxury
Independent House,Emaar MGF Marbella,sector 66,18.5,4500.0,5,6,3+,Low-rise,1,1,1,1,0,east,Furnished,Relatively New,1,1,1,0,900.0,0,Budget
Independent House,Tata Primanti,sector 72,11.85,3600.0,4,5,3+,Low-rise,1,1,1,1,0,north-east,Furnished,Relatively New,1,1,1,0,900.0,0,Luxury
Flat,puri emerald bay,sector 104,2.38,1700.0,2,3,3,Mid-rise,0,1,0,0,0,north-east,Unfurnished,Relatively New,0,1,1,1,850.0,0,Luxury
Flat,dlf the ultima,sector 81,3.65,2103.0,3,4,3+,High-rise,0,1,0,0,0,north,Furnished,Relatively New,1,0,1,1,701.0,0,Budget
Independent House,"DLF Phase 2, Gurgaon",sector 25,28.75,4500.0,16,16,3+,Low-rise,1,1,0,1,1,north-west,Semi-Furnished,New Property,1,1,1,0,281.25,0,Semi-Luxury
Independent House,Luxury Independent Villa,sector 28,22.0,4500.0,6,7,3,Low-rise,1,1,1,1,0,north-east,Semi-Furnished,Relatively New,1,0,1,0,750.0,0,Luxury
Flat,m3m soulitude,sector 89,1.7,1494.0,3,3,2,Low-rise,1,0,0,0,0,north-east,Semi-Furnished,New Property,0,1,1,1,498.0,0,Semi-Luxury
Independent House,"Sector 66, Gurgaon",sector 66,14.0,3150.0,5,5,2,Low-rise,1,1,1,1,0,north,Semi-Furnished,Moderately Old,1,0,0,0,630.0,0,Luxury
Flat,tulip ace,sector 89,3.5,4031.0,5,7,3+,Mid-rise,0,1,0,0,0,west,Unfurnished,Moderately Old,1,0,1,1,806.2,0,Budget
Independent Builder Floor,Hongkong bazaar,sector 57,2.5,2340.0,3,3,2,Low-rise,1,1,0,1,1,east,Semi-Furnished,Relatively New,1,1,0,1,780.0,0,Budget
Independent House,"Unitech, Luxury Duplex House",sector 41,7.49,2160.0,5,6,3+,Low-rise,0,1,1,1,0,north,Semi-Furnished,Relatively New,1,0,1,1,432.0,0,Luxury
Flat,ireo skyon,sector 60,3.95,2045.0,3,4,2,Mid-rise,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,681.6666666666666,0,Luxury
Independent Builder Floor,Private Builder Floor,sector 51,4.1,3500.0,4,4,2,Low-rise,0,1,0,0,0,north-east,Semi-Furnished,New Property,0,1,1,1,875.0,0,Luxury
Independent House,"Sector 41, Gurgaon",sector 41,2.3,540.0,2,2,1,Low-rise,0,0,0,0,0,not available,Unfurnished,Old Property,1,1,1,0,270.0,1,Budget
Flat,unitech fresco,sector 50,2.01,1336.0,2,2,2,High-rise,0,0,0,1,0,east,Semi-Furnished,Moderately Old,0,1,1,1,668.0,0,Semi-Luxury
Independent Builder Floor,avenue 49,sector 49,3.4,2520.0,4,4,2,Low-rise,0,1,0,1,1,north-east,Semi-Furnished,New Property,1,1,0,1,630.0,0,Budget
Independent Builder Floor,"Malibu Town, Gurgaon",sector 47,6.25,3870.0,4,4,2,Low-rise,0,1,0,0,0,not available,Unfurnished,New Property,1,0,1,1,967.5,0,Budget
Flat,pareena express heights,sector 99,1.7,1770.0,3,3,3,Mid-rise,0,0,0,0,0,north-east,Semi-Furnished,Relatively New,0,1,1,1,590.0,0,Budget
Independent House,Tata Primanti,sector 72,8.4,4500.0,4,5,3+,Low-rise,1,1,0,1,0,north-east,Semi-Furnished,Relatively New,1,0,1,1,1125.0,0,Semi-Luxury
Flat,experion windchants,sector 112,6.5,3716.0,3,5,2,Mid-rise,0,1,0,0,0,north-east,Unfurnished,Moderately Old,0,1,1,1,1238.6666666666667,0,Budget
