property_name,link,society,price,area
"9 Bedroom House in Sector 14, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-rwa-sector-14-gurgaon-2250-sq-ft-spid-Z84422588,Sector 14 RWA,₹5.3 Cr,"₹23,556 /sqft"
"2 Bedroom House in Sector 46, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-150-sq-ft-spid-Q84236884,"Sector 46, Gurgaon",₹5.5 Cr,"₹4,58,333 /sqft"
"3 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-r1-spid-H80494581,"DLF Phase 2, Gurgaon",₹8.75 Cr,"₹45,220 /sqft"
"6 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-1350-sq-ft-r1-spid-F80832877,"DLF Phase 1, Gurgaon",₹5.85 Cr,"₹43,333 /sqft"
"4 Bedroom House in Sector 63, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-adani-samsara-avasa-sector-63-gurgaon-22500-sq-ft-spid-Y83934748,Adani Samsara Avasa,₹4.3 Cr,"₹2,172 /sqft"
"3 Bedroom House in Sector 4, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-4518-sq-ft-spid-M83999020,"Sector 4, Gurgaon",₹7.1 Cr,"₹15,715 /sqft"
"7 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-3771-sq-ft-spid-Q84063640,"Sector 57, Gurgaon",₹12.1 Cr,"₹32,087 /sqft"
"6 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-2142-sq-ft-spid-I84062724,"Sector 57, Gurgaon",₹6.3 Cr,"₹29,412 /sqft"
"8 Bedroom House in Sector 45, Gurgaon",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-2367-sq-ft-spid-R83598488,Sector 45,₹8.5 Cr,"₹35,910 /sqft"
"6 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-4500-sq-ft-r1-spid-K82642046,"DLF Phase 1, Gurgaon",₹22.5 Cr,"₹50,000 /sqft"
"5 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-4518-sq-ft-spid-D84686720,"DLF Phase 1, Gurgaon",₹24 Cr,"₹53,121 /sqft"
"3 Bedroom House in Dayanand Colony, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dayanand-colony-gurgaon-750-sq-ft-spid-Q84013220,"Dayanand Colony, Gurgaon",₹1.35 Cr,"₹18,000 /sqft"
"6 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-1557-sq-ft-spid-R84476290,"Palam Vihar, Gurgaon",₹4.3 Cr,"₹27,617 /sqft"
"3 Bedroom House in Vishnu Garden, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vishnu-garden-gurgaon-720-sq-ft-spid-H81557095,"Vishnu Garden, Gurgaon",₹1 Cr,"₹13,889 /sqft"
"10 Bedroom House in Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-1179-sq-ft-spid-R84505272,"Sushant Lok Phase 1, Gurgaon",₹8.5 Cr,"₹66,982 /sqft"
"6 Bedroom House in Sector 52, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-52-gurgaon-900-sq-ft-spid-L84554642,huda,₹4.25 Cr,"₹47,222 /sqft"
"9 Bedroom House in T Block, DLF Phase 3, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-t-block-dlf-phase-3-gurgaon-4500-sq-ft-spid-N84063534,Luxurious villa 12mtr east facing park facing,₹17 Cr,"₹37,778 /sqft"
"2 Bedroom House in Sector 14, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-rwa-sector-14-gurgaon-2880-sq-ft-spid-F83614404,Sector 14 RWA,₹8.25 Cr,"₹28,646 /sqft"
"5 Bedroom House in Sector 54, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-the-palm-springs-sector-54-gurgaon-6802-sq-ft-r4-spid-O77689037,Emaar The Palm Springs,₹29.31 Cr,"₹39,547 /sqft"
"10 Bedroom House in DLF Phase 4, Gurgaon",https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-gurgaon-3240-sq-ft-spid-W84306398,"DLF Phase 4, Gurgaon",₹16 Cr,"₹49,383 /sqft"
"3 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-2367-sq-ft-spid-J84226124,"Sector 57, Gurgaon",₹7.23 Cr,"₹30,556 /sqft"
"5 Bedroom House in Sector 49, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-4500-sq-ft-spid-A84079734,Eros Rosewood City,₹8.5 Cr,"₹18,889 /sqft"
"9 Bedroom House in Sector 91, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-dlf-gardencity-sector-91-gurgaon-1800-sq-ft-spid-E84630320,DLF Gardencity,₹7 Cr,"₹38,889 /sqft"
"16 Bedroom House in B Block Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-I83997028,"B Block Sushant Lok Phase 1, Gurgaon",₹17.75 Cr,"₹65,741 /sqft"
"5 Bedroom House in Sector 4, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-4500-sq-ft-spid-B83610954,"Sector 4, Gurgaon",₹6.5 Cr,"₹14,444 /sqft"
"18 Bedroom House in Sector 49, Gurgaon",https://www.99acres.com/18-bhk-bedroom-independent-house-villa-for-sale-in-sector-49-gurgaon-1458-sq-ft-spid-G84642094,"Sector 49, Gurgaon",₹6 Cr,"₹41,152 /sqft"
"18 Bedroom House in Sector 51, Gurgaon",https://www.99acres.com/18-bhk-bedroom-independent-house-villa-for-sale-in-sector-51-gurgaon-1458-sq-ft-spid-N84634578,"Sector 51, Gurgaon",₹6 Cr,"₹41,152 /sqft"
"18 Bedroom House in Sector 52, Gurgaon",https://www.99acres.com/18-bhk-bedroom-independent-house-villa-for-sale-in-sector-52-gurgaon-1458-sq-ft-spid-J84631564,"Sector 52, Gurgaon",₹6 Cr,"₹41,152 /sqft"
"6 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-4500-sq-ft-spid-A84304754,"DLF Phase 3, Gurgaon",₹24 Cr,"₹53,333 /sqft"
"24 Bedroom House in DLF Phase 3, Gurgaon",https://www.99acres.com/24-bhk-bedroom-independent-house-villa-for-sale-in-dlf-floors-phase-3-dlf-phase-3-gurgaon-4500-sq-ft-spid-Q84303168,DLF Floors Phase 3,₹20 Cr,"₹44,444 /sqft"
"7 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-1935-sq-ft-spid-V84042076,"Block C, Sushant Lok Phase 1, Gurgaon",₹7.65 Cr,"₹39,535 /sqft"
"18 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/18-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-2475-sq-ft-spid-X83609382,Sector 57,₹11 Cr,"₹44,444 /sqft"
"6 Bedroom House in Sector 40, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-40-gurgaon-990-sq-ft-spid-P83597500,Sector40,₹4.3 Cr,"₹43,434 /sqft"
"12 Bedroom House in South city 1, Gurgaon",https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-3240-sq-ft-r1-spid-Y81081341,SouthCity 1,₹10 Cr,"₹30,864 /sqft"
"5 Bedroom House in Pocket J Palam Vihar, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-pocket-j-palam-vihar-gurgaon-2430-sq-ft-spid-M84461050,Ansals Palam Vihar,₹7.49 Cr,"₹30,823 /sqft"
"12 Bedroom House in Block C Sushant Lok Phase - 3, Gurgaon",https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-3-gurgaon-4521-sq-ft-spid-B84016870,"Block C Sushant Lok Phase - 3, Gurgaon",₹14 Cr,"₹30,967 /sqft"
"18 Bedroom House in Sector 45, Gurgaon",https://www.99acres.com/18-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-1458-sq-ft-spid-I84631890,"Sector 45, Gurgaon",₹6.5 Cr,"₹44,582 /sqft"
"4 Bedroom House in Sector 48, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-2520-sq-ft-spid-X83818118,Vipul Tatvam Villa,₹10.9 Cr,"₹44,856 /sqft"
"3 Bedroom House in Sector 14, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-rwa-sector-14-gurgaon-2250-sq-ft-spid-A83614748,Sector 14 RWA,₹6.25 Cr,"₹27,778 /sqft"
"5 Bedroom House in Sector 109, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sobha-international-city-phase-3-sector-109-gurgaon-52335-sq-ft-spid-B83579300,Sobha International City Phase 3,₹15 Cr,"₹41,667 /sqft"
"9 Bedroom House in Sector 30, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-30-gurgaon-1836-sq-ft-spid-U84771600,"Sector 30, Gurgaon",₹6.7 Cr,"₹36,492 /sqft"
"4 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-1557-sq-ft-r4-spid-A77755443,Ansals Palam Vihar,₹4.1 Cr,"₹26,333 /sqft"
"4 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-3240-sq-ft-r3-spid-R77650991,Ansals Palam Vihar,₹7.5 Cr,"₹23,148 /sqft"
"5 Bedroom House in Sector 26, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-sector-26-gurgaon-3600-sq-ft-spid-B83925176,DLF City Phase 1,₹19 Cr,"₹52,778 /sqft"
"4 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-1800-sq-ft-spid-D83228028,"Nirvana Country, Gurgaon",₹9.25 Cr,"₹51,389 /sqft"
"4 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-2403-sq-ft-spid-D83109990,Emaar MGF Marbella,₹13.8 Cr,"₹57,428 /sqft"
"3 Bedroom House in Sector 5, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-5-gurgaon-2430-sq-ft-r2-spid-X79149069,"Sector 5, Gurgaon",₹6.1 Cr,"₹22,634 /sqft"
"4 Bedroom House in Sector 23, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-23-gurgaon-2367-sq-ft-spid-N84753456,"Sector 23, Gurgaon",₹7.25 Cr,"₹30,629 /sqft"
"9 Bedroom House in Sector 45, Gurgaon",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-1836-sq-ft-spid-D84723620,"Sector 45, Gurgaon",₹7.25 Cr,"₹39,488 /sqft"
"6 Bedroom House in Sector 27, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-27-gurgaon-900-sq-ft-spid-G84720160,"Sector 27, Gurgaon",₹5 Cr,"₹55,556 /sqft"
"5 Bedroom House in Sector 49, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-5500-sq-ft-spid-O84851928,Eros Rosewood City,₹16.55 Cr,"₹30,090 /sqft"
"5 Bedroom House in Sector 49, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-4725-sq-ft-spid-U84508706,Eros Rosewood City,₹17 Cr,"₹35,979 /sqft"
"3 Bedroom House in Sector 4, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-2430-sq-ft-spid-B84951380,"Sector 4, Gurgaon",₹5 Cr,"₹20,576 /sqft"
"3 Bedroom House in Urban Estate, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urban-estate-gurgaon-2250-sq-ft-spid-S84950662,"Urban Estate, Gurgaon",₹4.2 Cr,"₹18,666 /sqft"
"4 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-1557-sq-ft-spid-D83643566,Ansals Palam Vihar,₹4.9 Cr,"₹31,471 /sqft"
"5 Bedroom House in Nirvana Country, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-6000-sq-ft-spid-A83624328,Unitech Espace,₹16.25 Cr,"₹32,500 /sqft"
"3 Bedroom House in Sector 7, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-1440-sq-ft-r4-spid-H63216414,"Sector 7, Gurgaon",₹3.4 Cr,"₹20,139 /sqft"
"5 Bedroom House in Sector 99, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-assotech-blith-sector-99-gurgaon-2601-sq-ft-r1-spid-F83267574,Assotech Blith,₹6.7 Cr,"₹25,759 /sqft"
"3 Bedroom House in Vishnu Garden, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vishnu-garden-gurgaon-900-sq-ft-spid-R84691786,"Vishnu Garden, Gurgaon",₹1.2 Cr,"₹13,333 /sqft"
"5 Bedroom House in Block M DLF phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-phase-2-block-m-dlf-phase-2-gurgaon-8000-sq-ft-spid-B84247846,DLF City Plots Phase 2,₹24 Cr,"₹53,333 /sqft"
"5 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-satya-the-legend-sector-57-gurgaon-6498-sq-ft-spid-E84696392,Satya The Legend,₹16.5 Cr,"₹25,392 /sqft"
"6 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-satya-the-legend-sector-57-gurgaon-6498-sq-ft-spid-E84630908,Satya The Legend,₹17 Cr,"₹26,162 /sqft"
"5 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-satya-the-legend-sector-57-gurgaon-6498-sq-ft-spid-K84380728,Satya The Legend,₹17 Cr,"₹26,162 /sqft"
"4 Bedroom House in Palam Vihar, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-594-sq-ft-spid-J84476452,"Palam Vihar, Gurgaon",₹2.15 Cr,"₹36,195 /sqft"
"4 Bedroom House in Sector 82, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vatika-signature-villas-sector-82-gurgaon-2211-sq-ft-r5-spid-Z65054994,Vatika Signature Villas,₹5.5 Cr,"₹24,877 /sqft"
"5 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-3150-sq-ft-spid-N84694476,Emaar MGF Marbella,₹18 Cr,"₹57,142 /sqft"
"4 Bedroom House in New Colony, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-new-colony-gurgaon-1800-sq-ft-spid-U84573206,"New Colony, Gurgaon",₹4.75 Cr,"₹26,389 /sqft"
"5 Bedroom House in Baldev Nagar, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-baldev-nagar-gurgaon-803-sq-ft-r1-spid-Z81729274,"Baldev Nagar, Gurgaon",₹82 Lac,"₹10,211 /sqft"
"3 Bedroom House in Sushant Lok 3 Extension, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-3-extension-gurgaon-540-sq-ft-spid-K84888648,"Sushant Lok 3 Extension, Gurgaon",₹3.1 Cr,"₹57,407 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-the-vilas-dlf-phase-2-gurgaon-3240-sq-ft-spid-G83828724,Emaar MGF The Vilas,₹21 Cr,"₹64,815 /sqft"
"5 Bedroom House in Block-A, DLF City Phase 1, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-a-dlf-city-phase-1-gurgaon-4500-sq-ft-spid-P82378162,"Block-A, DLF City Phase 1, Gurgaon",₹18 Cr,"₹40,000 /sqft"
"3 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-150-sq-ft-spid-V83794316,"Block C, Sushant Lok Phase 1, Gurgaon",₹4.8 Cr,"₹3,20,000 /sqft"
"4 Bedroom House in Sohna, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-central-park-flower-valley-fleur-villas-sohna-gurgaon-2250-sq-ft-spid-W83702778,Central Park Flower Valley Fleur Villas,₹7.68 Cr,"₹34,133 /sqft"
"5 Bedroom House in Sector 109, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-4500-sq-ft-r5-spid-B77403407,International City by SOBHA Phase 2,₹20.5 Cr,"₹45,556 /sqft"
"5 Bedroom House in Sector 109, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-2430-sq-ft-r4-spid-M77633753,International City by SOBHA Phase 2,₹9.5 Cr,"₹39,095 /sqft"
"5 Bedroom House in Sector 109, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-3600-sq-ft-r5-spid-X77403341,International City by SOBHA Phase 2,₹14.5 Cr,"₹40,278 /sqft"
"5 Bedroom House in Sector 70A, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-bptp-visionnaire-sector-70a-gurgaon-6900-sq-ft-spid-P84948970,Bptp Visionnaire,₹6.7 Cr,"₹2,31,034 /sqft"
"5 Bedroom House in Sector 81, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-bestech-park-view-ananda-sector-81-gurgaon-49320-sq-ft-spid-W84001242,Bestech Park View Ananda,₹8.5 Cr,"₹26,984 /sqft"
"18 Bedroom House in Sector 48, Gurgaon",https://www.99acres.com/18-bhk-bedroom-independent-house-villa-for-sale-in-sector-48-gurgaon-1458-sq-ft-spid-W84641818,"Sector 48, Gurgaon",₹6 Cr,"₹41,152 /sqft"
"7 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-900-sq-ft-spid-C83608556,"Sector 57, Gurgaon",₹3.5 Cr,"₹38,889 /sqft"
"6 Bedroom House in Sector 41, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-41-gurgaon-1836-sq-ft-spid-J84722264,"Sector 41, Gurgaon",₹7 Cr,"₹38,126 /sqft"
"7 Bedroom House in Sushant Lok Phase 3, Gurgaon",https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-3-gurgaon-67500-sq-ft-spid-D83940646,"Sushant Lok Phase 3, Gurgaon",₹12 Cr,"₹31,898 /sqft"
"4 Bedroom House in DLF Phase 4, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-gurgaon-3240-sq-ft-spid-Z84694948,"DLF Phase 4, Gurgaon",₹12.5 Cr,"₹38,580 /sqft"
"5 Bedroom House in Block S Uppals Southend, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-s-uppals-southend-gurgaon-5500-sq-ft-spid-P83691662,Independent Villa,₹10.5 Cr,"₹19,090 /sqft"
"2 Bedroom House in Sector 89, Gurgaon",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-smart-world-gems-sector-89-gurgaon-1196-sq-ft-spid-A82915952,Smart World Gems,₹1.25 Cr,"₹10,451 /sqft"
"5 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-6120-sq-ft-spid-T84568770,Emaar MGF Marbella,₹18.5 Cr,"₹58,730 /sqft"
"18 Bedroom House in Sector 55, Gurgaon",https://www.99acres.com/18-bhk-bedroom-independent-house-villa-for-sale-in-sector-55-gurgaon-1458-sq-ft-spid-P84634656,"Sector 55, Gurgaon",₹6 Cr,"₹41,152 /sqft"
"3 Bedroom House in Rajendra Park, Gurgaon",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rajendra-park-gurgaon-785-sq-ft-spid-U84181804,urban homes,₹1.3 Cr,"₹16,666 /sqft"
"6 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-2160-sq-ft-spid-V83992926,"Sector 57, Gurgaon",₹6.2 Cr,"₹28,704 /sqft"
"5 Bedroom House in Sector 99, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-assotech-blith-sector-99-gurgaon-2600-sq-ft-spid-M84397130,Assotech Blith,₹7.15 Cr,"₹27,500 /sqft"
"4 Bedroom House in DLF Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-1350-sq-ft-spid-R84183416,"DLF Phase 1, Gurgaon",₹5.9 Cr,"₹43,704 /sqft"
"4 Bedroom House in G block DLF City Phase 1, Gurgaon",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-g-block-dlf-city-phase-1-gurgaon-1800-sq-ft-r1-spid-D81939634,"G block DLF City Phase 1, Gurgaon",₹8 Cr,"₹44,444 /sqft"
"5 Bedroom House in DLF Phase 2, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-phase-2-dlf-phase-2-gurgaon-3618-sq-ft-r1-spid-V81935888,DLF City Plots Phase 2,₹14 Cr,"₹38,695 /sqft"
"12 Bedroom House in Sector 57, Gurgaon",https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-sector-57-gurgaon-1836-sq-ft-spid-S83678872,Sector 57,₹8.5 Cr,"₹46,296 /sqft"
"5 Bedroom House in Sector 33, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-uniworld-resorts-sector-33-gurgaon-4770-sq-ft-spid-X84106722,Unitech Uniworld Resorts,₹15.5 Cr,"₹32,495 /sqft"
"5 Bedroom House in Sector 66, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-8200-sq-ft-spid-U83938328,Emaar MGF Marbella,₹25 Cr,"₹30,487 /sqft"
"5 Bedroom House in Sector 39, Gurgaon",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-1449-sq-ft-r1-spid-M76496983,Sector 39,₹5 Cr,"₹34,507 /sqft"
