property_name,society,price_in_cr,price_per_sqft,areawithtype,property_id,link,bedrooms,bathrooms,balcony,additional_room,floor_info,facing,property_age,furnishing_details,features,nearby_location
"2 BHK Flat in Sector 82, Gurgaon",vatika the seven lamps,1.65,11538,"1,430 sqft (133 sqm) Super Built-up Area",P84977920,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vatika-the-seven-lamps-sector-82-gurgaon-1430-sq-ft-spid-P84977920,2,2,2,study room,9th   of 16 Floors,not available,5 to 10 Year Old,"['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Geyser', '5 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Golf Course Ext Rd', 'Hyatt Regency Gurgaon', 'DPG Institute of Technology', 'SS Omnia Mall', 'Arc Multi Speciality Hospital', 'Indira Gandhi International Airport', 'Nakhrola Stadium', 'IMT Manesar', 'SkyJumper Trampoline Park', 'Knowledge Tree World School']"
"2 BHK Flat in Sector 112, Gurgaon",tata gurgaon gateway,2.55,16139,"1,580 sqft (147 sqm) Super Built-up Area",F83447544,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-1580-sq-ft-spid-F83447544,2,2,2,not available,6th   of 18 Floors,east,1 to 5 Year Old,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Metro Hospital, Palam Vihar', 'Mount Carmel School', 'Dwarka Sector 21 Metro Station', 'Dwarka Expressway', 'Delhi Jaipur Highway', 'Red Roses Public School', 'The Oberoi, Gurgaon', 'Indira Gandhi International Airport', 'Dwarka Expy', 'The NorthCap University', 'DLF Corporate Park', 'Gurgaon Dreamz Mall']"
"3 BHK Flat in Sector 99, Gurgaon",vatika sovereign park,3.65,13129,"2,780 sqft (258 sqm) Super Built-up Area",V82597940,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-sovereign-park-sector-99-gurgaon-2780-sq-ft-spid-V82597940,3,5,3+,servant room,20th   of 21 Floors,east,1 to 5 Year Old,,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Iffco Chowk metro', 'Quality Inn Gurgaon', 'SGT University', 'Vibrant Hospital', 'KMP Expressway', 'Indira Gandhi International Airport', 'The Esplanade Mall', 'Imperial Heritage School', 'Basai Dhankot station', 'Tau Devi Lal Athletic Stadium', 'IMT Manesar', 'SkyJumper Trampoline Park']"
"3 BHK Flat in Sector 108, Gurgaon",sobha city,4.26,21707,"2,073 sqft (193 sqm) Super Built-up Area",J76061571,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2073-sq-ft-r3-spid-J76061571,3,4,3,others,10th   of 24 Floors,north-east,0 to 1 Year Old,,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Dronacharya Government College', 'Sadar Market', 'DDA Golf Course Dwarka', 'BSF Golf Course', 'Safdarjung Airport', 'Indira Gandhi International Airport', 'Chintels Corporate Park', 'Imperial Heritage School', 'Manipal Hospital, Palam Vihar, Gurugram', 'Bijwasan Railway Station', 'Dwarka Sector 25 Metro Station', 'Country Inn & Suites by Sector 12', 'Pacific D21 Mall']"
"3 BHK Flat in Sector 89, Gurgaon",smart world gems,1.63,10910,"1,494 sqft (139 sqm) Super Built-up Area",S84406254,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1494-sq-ft-spid-S84406254,3,3,3,pooja room,2nd   of 4 Floors,east,1 to 5 Year Old,"['1 Water Purifier', '3 Fan', '1 Exhaust Fan', '4 Light', '3 AC', '1 TV', '1 Chimney', '1 Curtains', '3 Bed', '3 Wardrobe', '1 Microwave', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['RPS International School', 'Millennium City Centre Gurugram', 'SGT University', 'Genesis Hospital Sector 84', 'Holiday Inn Gurugram Sector 90', 'Indira Gandhi International Airport', 'Nakhrola Stadium', 'Dwarka Expy', 'AS Business Park', 'AapnoGhar (Resort,Water, Amusement Park)', 'Manesar Golf Course', 'Gurgaon Railway Station', 'Airia Mall']"
"4 BHK Flat in Sector 63A, Gurgaon","amoda i, birla navya",8.0,22093,"3,621 sqft (336 sqm) Super Built-up Area",Q82817666,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sector-63a-gurgaon-3621-sq-ft-spid-Q82817666,4,5,3+,store room,1st   of 4 Floors,north-west,1 to 5 Year Old,"['1 Water Purifier', '12 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '16 Light', '6 AC', '2 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Internet/wi-fi connectivity', 'Waste Disposal']","['Unitech Business Park', 'International Tech Park', 'Intellion Park', 'pracksht hospital', 'Hdfc bank', 'SPAZE BUSINESS PARK']"
"3 BHK Flat in Sector 108, Gurgaon",sobha city,4.25,32475,"2,072 sqft (193 sqm) Super Built-up Area",E84623102,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2072-sq-ft-spid-E84623102,3,3,3+,study room,20th   of 24 Floors,north-west,0 to 1 Year Old,,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Dronacharya Government College', 'Sadar Market', 'DDA Golf Course Dwarka', 'BSF Golf Course', 'Safdarjung Airport', 'Indira Gandhi International Airport', 'Chintels Corporate Park', 'Imperial Heritage School', 'Manipal Hospital, Palam Vihar, Gurugram', 'Bijwasan Railway Station', 'Dwarka Sector 25 Metro Station', 'Country Inn & Suites by Sector 12', 'Pacific D21 Mall']"
"3 BHK Flat in Sector 104, Gurgaon",hero homes,2.0,20211,"1,389 sqft (129 sqm) Super Built-up Area",U85230202,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1389-sq-ft-spid-U85230202,3,2,2,not available,15th   of 36 Floors,north-east,0 to 1 Year Old,"['1 Water Purifier', '4 Fan', '1 Exhaust Fan', '2 Geyser', '1 Stove', '15 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Orient Bestech Business Tower', 'Dwarka Expressway', 'SGT University', 'Gurugram Global Heights School', 'Indira Gandhi International Airport', 'Medanta Hospital', 'The Esplanade Mall', 'Taj City Centre Gurugram', 'Appu Ghar Amusement Park', 'Gurgaon Railway Station']"
"3 BHK Flat in Sector 86, Gurgaon",dlf the skycourt,2.21,11456,"1,929 sqft (179 sqm) Super Built-up Area",G79277565,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1929-sq-ft-spid-G79277565,3,4,3+,store room,9th   of 19 Floors,west,1 to 5 Year Old,"['4 Light', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Rao Bharat Singh International School', 'Nakhrola stadium', 'DPG Institute of Technology', 'Sapphire 83 Mall', 'Imt Manesar', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Holiday Inn Hotel Sector 90', 'NH-8, Imt Manesar', 'Aarvy Healthcare', 'Nsg Golf Course']"
"3 BHK Flat in Sector 84, Gurgaon",antriksh heights,1.56,9043,"1,725 sqft (160 sqm) Built-up Area",H85069212,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-H85069212,3,3,3,not available,8th   of 19 Floors,west,5 to 10 Year Old,"['3 Wardrobe', '3 Fan', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']","['Aarvy Healthcare hospital', 'Sapphire 83', 'Golden Greens Golf', 'Instaoffice IRIS', 'Hyatt', 'Delhi Public School', 'National Highway 48', 'Indira Gandhi International Airport', 'Dhamma Dipa International', 'Tau Devi Lal Athletic Stadium', 'Garhi Harsaru Junction', 'Millennium City metro']"
"5 BHK Flat in Sector 112, Gurgaon",experion windchants,7.9,12490,"6,325 sqft (588 sqm) Super Built-up Area",M77074157,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-6325-sq-ft-r3-spid-M77074157,5,6,3+,"servant room,pooja room",2nd   of 4 Floors,east,1 to 5 Year Old,"['1 Exhaust Fan', '7 Geyser', '8 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Separate entry for servant room', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Jai Sai Ram Hospital', 'First Step Play School', 'IGI Airport', 'Sri Ma Montessori International', 'Park Hospital', 'Dwaraka Expressway', 'Gurgaon Railway Station', 'Ansal Plaza']"
"5 BHK Flat in Sector 103, Gurgaon",indiabulls centrum park,5.22,10653,"4,900 sqft (455 sqm) Carpet Area",W83708808,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-4900-sq-ft-spid-W83708808,5,7,3+,"servant room,others,pooja room,study room",14th   of 18 Floors,north,5 to 10 Year Old,"['6 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Metro Hospital, Palam Vihar', 'HUDA Market, Sector 14', 'Country Inn and Suites by Radisson', 'Dwarka Expressway', 'Delhi Gurgaon Expressway', 'HUDA Mini Golf Course', 'F9 Go Karting Gurgaon', 'Indira Gandhi International Airport', 'Infinitys Badminton Academy', 'S N International School', 'Emaar Business Park', 'The NorthCap University', 'Sector 29 Gurgaon Pubs and Bars', 'Gurgaon Dreamz Mall', 'Gurgaon Railway Station']"
"2 BHK Flat in Sector 37D, Gurgaon",signature global city 37d ph 2,1.6,15094,"1,060 sqft (98 sqm) Carpet Area",U80833251,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-37d-ph-2-sector-37d-gurgaon-1060-sq-ft-r1-spid-U80833251,2,2,2,not available,1st   of 4 Floors,south-east,1 to 5 Year Old,"['3 Fan', '1 Exhaust Fan', '4 Light', '3 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Swimming Pool', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Dwarka Expressway', 'DLF Corporate Greens', 'Tau DeviLal Sports Complex', 'Indira Gandhi International Airport', 'MDS Public School', 'The Esplanade Mall', 'DPG Degree College', 'Garhi Harsaru Junction', 'The Signature Advanced Super Speciality', 'Gurgaon Railway Station']"
"3 BHK Flat in Sector 112, Gurgaon",tata gurgaon gateway,3.45,13476,"2,560 sqft (238 sqm) Super Built-up Area",H83451802,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-2560-sq-ft-spid-H83451802,3,4,3,servant room,14th   of 24 Floors,west,1 to 5 Year Old,"['1 Fan', '1 Stove', '1 Light', '1 Modular Kitchen', '1 Chimney', '4 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Metro Hospital, Palam Vihar', 'Mount Carmel School', 'Dwarka Sector 21 Metro Station', 'Dwarka Expressway', 'Delhi Jaipur Highway', 'Red Roses Public School', 'The Oberoi, Gurgaon', 'Indira Gandhi International Airport', 'Dwarka Expy', 'The NorthCap University', 'DLF Corporate Park', 'Gurgaon Dreamz Mall']"
"3 BHK Flat in Sector 108, Gurgaon",sobha city,4.15,20028,"2,072 sqft (193 sqm) Super Built-up Area",M67442410,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2072-sq-ft-r8-spid-M67442410,3,4,2,not available,18th   of 24 Floors,north,0 to 1 Year Old,,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Dronacharya Government College', 'Sadar Market', 'DDA Golf Course Dwarka', 'BSF Golf Course', 'Safdarjung Airport', 'Indira Gandhi International Airport', 'Chintels Corporate Park', 'Imperial Heritage School', 'Manipal Hospital, Palam Vihar, Gurugram', 'Bijwasan Railway Station', 'Dwarka Sector 25 Metro Station', 'Country Inn & Suites by Sector 12', 'Pacific D21 Mall']"
"4 BHK Flat in Sector 112, Gurgaon",experion windchants,7.5,15470,"4,848 sqft (450 sqm) Super Built-up Area",O84900836,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-4848-sq-ft-spid-O84900836,4,4,3,servant room,17th   of 25 Floors,north,0 to 1 Year Old,"['5 Wardrobe', '10 Fan', '1 Exhaust Fan', '6 Geyser', '18 Light', '8 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Jai Sai Ram Hospital', 'First Step Play School', 'IGI Airport', 'Sri Ma Montessori International', 'Park Hospital', 'Dwaraka Expressway', 'Gurgaon Railway Station', 'Ansal Plaza']"
"3 BHK Flat in Nirvana Country, Gurgaon",unitech escape,2.84,13746,"2,066 sqft (192 sqm) Super Built-up Area",W84807494,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-2066-sq-ft-spid-W84807494,3,4,2,"servant room,pooja room",18th   of 19 Floors,east,5 to 10 Year Old,"['5 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '7 Light', '1 Curtains', '1 Chimney', '5 AC', '1 Modular Kitchen', '3 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Gurugram University', 'Sohna Road', 'IGI Airport', 'St Xavier High School', 'Park Hospital', 'Sector 55-56 Metro Station', 'M3M IFC', 'Faridabad Gurgaon Road', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park', 'Airia Mall']"
