property_id,property_type,link,society,sector,price_in_cr,price_per_sqft,areawithtype,plot_area,super_built_up_area,built_up_area,carpet_area,bedrooms,bathrooms,balcony,floornum,study_room,servant_room,store_room,pooja_room,others,facing,furnishing_type,age_possession_category,features,luxury_score
W80335017,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-1898-sq-ft-spid-W80335017,adani m2k oyster grande,sector 102,2.6,13698.0,"1,898 sqft (176 sqm) Super Built-up Area",,1898.0,,,3,3,3,9,0,1,0,0,0,east,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.5816357110402499
N84761174,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-57-gurgaon-2700-sq-ft-spid-N84761174,"Sector 57, Gurgaon",sector 57,3.15,11666.0,"2,700 sqft (251 sqm) Carpet Area",,,,2700.0,4,4,2,1,1,1,0,1,0,north,Semi-Furnished,New Property,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",0.3465960199121562
B83775906,Independent House,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-laxman-vihar-phase-2-gurgaon-680-sq-ft-spid-B83775906,"Laxman Vihar Phase 2, Gurgaon",sector 3,0.75,5514.0,680 sqft (63.17 sqm) Plot Area | 1360 sqft (126.35 sqm) Carpet Area,680.0,,,1360.0,3,3,1,,0,0,0,0,1,east,Unfurnished,New Property,"['Visitor Parking', 'Waste Disposal']",0.2454587427462726
M84289252,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1485-sq-ft-spid-M84289252,ireo the corridors,sector 67,2.3,15488.0,"1,485 sqft (138 sqm) Super Built-up Area",,1485.0,,,2,3,3,5,1,0,0,0,0,north,Furnished,New Property,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.6109441221403384
C83970542,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-gurgaon-1500-sq-ft-spid-C83970542,"DLF Phase 1, Gurgaon",sector 26,3.1,20666.0,"1,500 sqft (139 sqm) Carpet Area",,,,1500.0,3,3,2,1,0,1,0,0,0,north-east,Semi-Furnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Water purifier', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Rain Water Harvesting']",0.4605248852911918
K83539836,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1689-sq-ft-spid-K83539836,hero homes,sector 104,2.35,18984.0,"1,689 sqft (157 sqm) Super Built-up Area",,1689.0,,,3,3,3,13,0,0,0,1,0,north-east,Semi-Furnished,New Property,"['Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Swimming Pool', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.19023045045254214
B84332166,Independent House,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-patel-nagar-gurgaon-1631-sq-ft-spid-B84332166,"Patel Nagar, Gurgaon",sector 15,,,1631 sqft (151.52 sqm) Plot Area,1631.0,,,,7,8,3,1,0,0,0,1,0,north,Unfurnished,New Property,"['Water Storage', 'Rain Water Harvesting']",0.12754653792423462
E84696392,Independent House,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-satya-the-legend-sector-57-gurgaon-6498-sq-ft-spid-E84696392,Satya The Legend,sector 57,16.5,25392.0,6498 sqft (603.68 sqm) Plot Area,6498.0,,,,5,8,3+,3,1,1,1,1,0,north-east,Furnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
K84290030,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-84-gurgaon-2800-sq-ft-spid-K84290030,SS Linden Floors,sector 84,3.0,10714.0,"2,800 sqft (260 sqm) Carpet Area",,,,2800.0,4,4,3+,3,0,1,0,0,0,east,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Water purifier', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity']",0.591970771424693
Q80736623,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-palm-terraces-select-sector-66-gurgaon-2410-sq-ft-r1-spid-Q80736623,emaar mgf palm terraces select,sector 66,4.1,17012.0,"2,410 sqft (224 sqm) Super Built-up Area",,2410.0,,,4,5,3+,0,0,1,0,1,0,not available,Semi-Furnished,Relatively New,"['Private Garden / Terrace', 'Lift(s)', 'Separate entry for servant room', 'No open drainage around', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1.059459497736364
E84383424,Flat,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-millenium-apartment-sector-47-gurgaon-2370-sq-ft-spid-E84383424,millenium apartment,sector 47,2.75,11603.0,"2,370 sqft (220 sqm) Super Built-up Area",,2370.0,,,4,4,3,7,0,0,0,1,0,east,Unfurnished,Old Property,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Rain Water Harvesting', 'Club house / Community Center']",0.645125588887519
Y84662572,Independent House,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-huda-flats-sector-57-gurgaon-2250-sq-ft-spid-Y84662572,Huda Flats,sector 57,2.5,11111.0,2723 sqft (252.93 sqm) Plot Area,2723.0,,,,5,4,0,2,0,0,0,0,0,not available,Unfurnished,Moderately Old,,0.0
Y85696662,Independent Builder Floor,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-smart-world-gems-sector-89-gurgaon-969-sq-ft-spid-Y85696662,Smart World Gems,sector 89,1.35,13931.0,969 sqft (90 sqm) Carpet Area,,,,969.0,2,2,2,4,1,1,0,0,0,north,Unfurnished,New Property,"['Maintenance Staff', 'Water Storage']",0.12754653792423462
G84826248,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-2-sector-49-gurgaon-1859-sq-ft-spid-G84826248,bestech park view city 2,sector 49,3.02,16245.0,"1,859 sqft (173 sqm) Super Built-up Area",,1859.0,,,3,4,3+,10,0,1,0,0,0,north-east,Furnished,Relatively New,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0
D85326638,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-greenopolis-sector-89-gurgaon-1910-sq-ft-spid-D85326638,greenopolis,sector 89,1.59,8376.0,"1,910 sqft (177 sqm) Super Built-up Area",,1910.0,,,3,3,3,6,0,1,0,0,0,east,Furnished,Relatively New,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.9070024459718012
U84287458,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-rajendra-park-gurgaon-1550-sq-ft-spid-U84287458,"Rajendra Park, Gurgaon",sector 105,0.9,12162.0,740 sqft (68.75 sqm) Plot Area | 1550 sqft (144.0 sqm) Built-up Area | 1500 sqft (139.35 sqm) Carpet Area,740.0,,1550.0,1500.0,4,3,1,2,0,0,0,0,1,north,Unfurnished,Relatively New,"['Visitor Parking', 'Waste Disposal']",0.2454587427462726
X84732430,Flat,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-pioneer-urban-presidia-sector-62-gurgaon-4337-sq-ft-spid-X84732430,pioneer urban presidia,sector 62,10.75,24786.0,"4,337 sqft (403 sqm) Super Built-up Area",,4337.0,,,5,5,2,12,1,1,1,0,0,not available,Unfurnished,Moderately Old,"['Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0.735718587362041
Z81464619,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-5400-sq-ft-r1-spid-Z81464619,International City by SOBHA Phase 2,sector 109,8.5,15741.0,5400 sqft (501.68 sqm) Plot Area,5400.0,,,,4,4,2,3,0,1,0,0,0,north-east,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1.2629000930354526
Y84630624,Independent House,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-17b-gurgaon-2367-sq-ft-spid-Y84630624,"Sector 17B, Gurgaon",sector 17,6.57,27778.0,2367 sqft (219.9 sqm) Plot Area,2367.0,,,,7,8,3+,3,1,1,1,1,0,south-east,Semi-Furnished,Old Property,"['Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1.0346605974086358
G85047088,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahindra-aura-sector-110-a-gurgaon-1954-sq-ft-spid-G85047088,mahindra aura,sector 110,2.75,14073.0,"1,954 sqft (182 sqm) Super Built-up Area",,1954.0,,,3,4,3+,6,0,1,0,0,0,north-east,Unfurnished,Relatively New,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']",0.12754653792423462
A68568598,Flat,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-mapsko-royale-ville-sector-82-gurgaon-5320-sq-ft-r10-spid-A68568598,mapsko royale ville,sector 82,4.95,9304.0,"5,320 sqft (494 sqm) Super Built-up Area",,5320.0,,,5,6,3+,7,0,1,0,1,0,west,Unfurnished,Relatively New,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",0.4490907159988404
K78859343,Independent Builder Floor,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-uppals-southend-gurgaon-3500-sq-ft-spid-K78859343,Private Builder Floor,sector 49,3.9,11142.0,"3,500 sqft (325 sqm) Super Built-up Area",,3500.0,,,4,4,2,1,0,1,0,0,0,north-east,Semi-Furnished,New Property,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3274002576019965
U76654229,Flat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-triumph-sector-104-gurgaon-2290-sq-ft-spid-U76654229,ats triumph,sector 104,2.65,11572.0,"2,290 sqft (213 sqm) Super Built-up Area",,2290.0,,,3,4,3+,25,0,0,0,0,0,east,Unfurnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.241077710345214
U77980583,Flat,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-m3m-golfestate-sector-65-gurgaon-4992-sq-ft-r2-spid-U77980583,m3m golfestate,sector 65,12.5,25040.0,"4,992 sqft (464 sqm) Super Built-up Area",,4992.0,,,5,5,3+,15,1,1,1,1,0,north,Furnished,Relatively New,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",1.3649117126625225
Q84504572,Independent House,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-1449-sq-ft-spid-Q84504572,"Sector 46, Gurgaon",sector 46,5.6,38647.0,1449 sqft (134.62 sqm) Plot Area,1449.0,,,,6,6,2,4,0,0,0,0,0,north-west,Unfurnished,Relatively New,"['False Ceiling Lighting', 'Water Storage', 'Recently Renovated', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']",0.8983188805147161
W84384792,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-v-block-dlf-phase-3-gurgaon-2844-sq-ft-spid-W84384792,"V Block DLF Phase 3, Gurgaon",sector 24,9.5,33404.0,2844 sqft (264.22 sqm) Plot Area,2844.0,,,,4,5,3+,3,1,1,1,1,0,north-east,Unfurnished,Moderately Old,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",1.3274002576019965
B72565646,Independent House,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-594-sq-ft-r3-spid-B72565646,"Block C, Sushant Lok Phase 1, Gurgaon",sector 43,3.5,58923.0,594 sqft (55.18 sqm) Plot Area,594.0,,,,10,10,3+,5,0,1,0,0,0,north-west,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'False Ceiling Lighting', 'Swimming Pool', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",0.4353291699753888
L80188129,Independent House,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-5-gurgaon-1449-sq-ft-spid-L80188129,"Sector 5, Gurgaon",sector 5,3.5,24155.0,1449 sqft (134.62 sqm) Plot Area,1449.0,,,,4,4,2,2,0,0,0,1,0,south-west,Unfurnished,Old Property,"['Park', 'Rain Water Harvesting']",0.0
S83773112,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1099-sq-ft-spid-S83773112,hero homes,sector 104,1.65,21099.0,"1,099 sqft (102 sqm) Super Built-up Area",,1099.0,,,2,2,2,17,0,0,0,0,0,not available,Unfurnished,Relatively New,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0.0
M86156408,Independent Builder Floor,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-ansal-api-esencia-sector-67-gurgaon-2250-sq-ft-spid-M86156408,Ansal API Esencia,sector 67,2.6,11555.0,"2,250 sqft (209 sqm) Carpet Area",,,,2250.0,3,3,2,3,0,0,0,1,0,north,Semi-Furnished,New Property,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Park', 'Waste Disposal']",0.2454587427462726
L84919666,Flat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-orchard-avenue-2-sector-93-gurgaon-700-sq-ft-spid-L84919666,signature global orchard avenue 2,sector 93,0.68,11264.0,700 sqft (65 sqm) Built-up Area,,,700.0,,2,2,3,8,0,0,0,0,0,north,Unfurnished,New Property,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",0.12754653792423462
